Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2018,4,1 ,s/p,s/p,,s/p,s/p,s/p
2018,4,2 ,2.4,,,4.0,6.4,6.4
2018,4,3 ,s/p,,,4.2,4.2,10.6
2018,4,4 ,3.6,,,19.6,23.2,33.8
2018,4,5 ,s/p,,,s/p,s/p,33.8
2018,4,6 ,s/p,s/p,,s/p,s/p,33.8
2018,4,7 ,s/p,s/p,,s/p,s/p,33.8
2018,4,8 ,s/p,s/p,,s/p,s/p,33.8
2018,4,9 ,s/p,,,1.0,1.0,34.8
2018,4,10 ,s/p,,,0.2,0.2,35.0
2018,4,11 ,s/p,,,s/p,s/p,35.0
2018,4,12 ,s/p,,,s/p,s/p,35.0
2018,4,13 ,s/p,s/p,,s/p,s/p,35.0
2018,4,14 ,s/p,s/p,,s/p,s/p,35.0
2018,4,15 ,s/p,s/p,,19.6,19.6,54.6
2018,4,16 ,1.0,,,2.6,3.6,58.2
2018,4,17 ,s/p,,,s/p,s/p,58.2
2018,4,18 ,0.8,,,17.0,17.8,76.0
2018,4,19 ,0.8,,,3.8,4.6,80.6
2018,4,20 ,2.4,s/p,,s/p,2.4,83.0
2018,4,21 ,s/p,s/p,,s/p,s/p,83.0
2018,4,22 ,s/p,s/p,,s/p,s/p,83.0
2018,4,23 ,s/p,,,s/p,s/p,83.0
2018,4,24 ,s/p,,,s/p,s/p,83.0
2018,4,25 ,0.2,,,3.0,3.2,86.2
2018,4,26 ,0.2,,,0.4,0.6,86.8
2018,4,27 ,2.0,s/p,,s/p,2.0,88.8
2018,4,28 ,s/p,s/p,,s/p,s/p,88.8
2018,4,29 ,s/p,s/p,,s/p,s/p,88.8
2018,4,30 ,s/p,s/p,,s/p,s/p,88.8
