Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,6,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,6,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,6,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,6,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,6,5 ,s/p,0.6,13.0,0.6,14.2,14.2
2011,6,6 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,7 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,8 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,9 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,10 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,11 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,12 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,13 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,14 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,15 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,16 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,17 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,6,18 ,9.2,4.8,1.6,0.2,15.8,30.0
2011,6,19 ,s/p,0.2,s/p,0.6,0.8,30.8
2011,6,20 ,0.6,s/p,s/p,4.0,4.6,35.4
2011,6,21 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,22 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,23 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,24 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,25 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,26 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,27 ,s/p,s/p,s/p,s/p,s/p,35.4
2011,6,28 ,s/p,s/p,s/p,0.0,0.0,35.4
2011,6,29 ,s/p,5.2,2.8,s/p,8.0,43.4
2011,6,30 ,s/p,s/p,s/p,s/p,s/p,43.4
