Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,6,1 ,s/p,s/p,s/p,0.1,0.1,0.1
2021,6,2 ,0.5,6.6,4.0,12.1,23.2,23.3
2021,6,3 ,6.7,0.1,4.9,0.1,11.8,35.1
2021,6,4 ,1.0,0.4,1.8,0.3,3.5,38.6
2021,6,5 ,0.1,s/p,s/p,0.1,0.2,38.8
2021,6,6 ,s/p,s/p,s/p,0.1,0.1,38.9
2021,6,7 ,s/p,0.4,0.1,,0.5,39.4
2021,6,8 ,1.8,0.2,s/p,4.4,6.4,45.8
2021,6,9 ,11.0,2.5,4.6,1.5,19.6,65.4
2021,6,10 ,s/p,7.7,11.4,5.3,24.4,89.8
2021,6,11 ,0.5,1.2,1.4,5.8,8.9,98.7
2021,6,12 ,17.6,24.9,16.3,0.8,59.6,158.3
2021,6,13 ,0.3,s/p,s/p,s/p,0.3,158.6
2021,6,14 ,0.1,s/p,s/p,s/p,0.1,158.7
2021,6,15 ,s/p,s/p,s/p,s/p,s/p,158.7
2021,6,16 ,s/p,s/p,s/p,s/p,s/p,158.7
2021,6,17 ,0.1,s/p,s/p,s/p,0.1,158.8
2021,6,18 ,0.1,s/p,s/p,s/p,0.1,158.9
2021,6,19 ,0.1,s/p,s/p,s/p,0.1,159.0
2021,6,20 ,0.1,s/p,s/p,9.9,10.0,169.0
2021,6,21 ,9.1,0.6,s/p,4.5,14.2,183.2
2021,6,22 ,10.9,20.9,24.9,0.2,56.9,240.1
2021,6,23 ,s/p,0.6,4.7,8.7,14.0,254.1
2021,6,24 ,0.1,1.1,1.2,0.6,3.0,257.1
2021,6,25 ,s/p,,s/p,s/p,s/p,257.1
2021,6,26 ,0.1,,s/p,s/p,0.1,257.2
2021,6,27 ,0.1,s/p,s/p,s/p,0.1,257.3
2021,6,28 ,0.1,s/p,s/p,s/p,0.1,257.4
2021,6,29 ,0.2,s/p,s/p,s/p,0.2,257.6
2021,6,30 ,2.0,2.5,3.5,2.5,10.5,268.1
