Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,9,1 ,s/p,,s/p,s/p,s/p,s/p
2021,9,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,9,3 ,s/p,,s/p,s/p,s/p,s/p
2021,9,4 ,,0.2,1.0,7.4,8.6,8.6
2021,9,5 ,s/p,s/p,s/p,3.2,3.2,11.8
2021,9,6 ,1.6,s/p,s/p,s/p,1.6,13.4
2021,9,7 ,s/p,s/p,s/p,s/p,s/p,13.4
2021,9,8 ,s/p,s/p,s/p,s/p,s/p,13.4
2021,9,9 ,s/p,s/p,s/p,s/p,s/p,13.4
2021,9,10 ,s/p,s/p,s/p,s/p,s/p,13.4
2021,9,11 ,s/p,8.4,5.0,7.0,20.4,33.8
2021,9,12 ,3.8,2.4,s/p,,6.2,40.0
2021,9,13 ,2.0,1.0,s/p,s/p,3.0,43.0
2021,9,14 ,0.8,s/p,s/p,s/p,0.8,43.8
2021,9,15 ,0.6,s/p,s/p,s/p,0.6,44.4
2021,9,16 ,s/p,s/p,s/p,s/p,s/p,44.4
2021,9,17 ,s/p,s/p,s/p,0.6,0.6,45.0
2021,9,18 ,2.8,0.4,s/p,s/p,3.2,48.2
2021,9,19 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,20 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,21 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,22 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,23 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,24 ,s/p,s/p,s/p,s/p,s/p,48.2
2021,9,25 ,2.4,0.2,s/p,s/p,2.6,50.8
2021,9,26 ,s/p,s/p,s/p,s/p,s/p,50.8
2021,9,27 ,s/p,s/p,s/p,s/p,s/p,50.8
2021,9,28 ,s/p,s/p,s/p,s/p,s/p,50.8
2021,9,29 ,1.4,7.0,1.8,s/p,10.2,61.0
2021,9,30 ,2.8,s/p,s/p,s/p,2.8,63.8
