Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1973,9,1,3.0,9.4,6.2,8.2,14
1973,9,2,4.0,11.0,7.5,9.1,14
1973,9,3,4.0,8.0,6.0,7.2,14
1973,9,4,2.2,9.0,5.6,6.9,14
1973,9,5,2.0,8.3,5.2,6.1,14
1973,9,6,3.0,9.4,6.2,6.6,13
1973,9,7,2.0,13.0,7.5,6.9,14
1973,9,8,3.0,9.2,6.1,7.3,14
1973,9,9,7.0,10.8,8.9,9.4,14
1973,9,10,4.5,9.8,7.2,8.2,14
1973,9,11,3.4,8.2,5.8,6.4,14
1973,9,12,3.4,9.8,6.6,7.0,14
1973,9,13,2.2,9.4,5.8,7.2,17
1973,9,14,2.6,9.2,5.6,5.6,24
1973,9,15,3.3,10.0,6.7,6.7,24
1973,9,16,3.0,11.8,7.4,7.9,14
1973,9,17,2.4,9.8,6.1,7.4,14
1973,9,18,3.4,10.3,6.9,8.8,14
1973,9,19,.,11.4,.,8.9,13
1973,9,20,4.4,13.8,9.1,10.5,14
1973,9,21,2.0,15.0,8.5,12.3,14
1973,9,22,8.0,15.0,11.5,12.3,14
1973,9,23,4.4,10.0,7.2,9.3,14
1973,9,24,3.2,12.0,7.6,8.3,14
1973,9,25,1.2,8.0,4.6,5.7,14
1973,9,26,1.1,14.4,7.7,9.6,14
1973,9,27,1.4,18.6,10.0,13.8,14
1973,9,28,5.4,11.6,8.5,11.3,13
1973,9,29,3.0,13.4,8.2,9.9,14
1973,9,30,3.1,11.2,7.1,9.8,14
