Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,6,1 ,,,,,s/p,s/p
2020,6,2 ,,,,,2.5,2.5
2020,6,3 ,,,,,s/p,2.5
2020,6,4 ,,,,,s/p,2.5
2020,6,5 ,,,,,s/p,2.5
2020,6,6 ,,,,,s/p,2.5
2020,6,7 ,,,,,s/p,2.5
2020,6,8 ,,,,,s/p,2.5
2020,6,9 ,,,,,s/p,2.5
2020,6,10 ,,,,,s/p,2.5
2020,6,11 ,,,,,54.5,57.0
2020,6,12 ,,,,,s/p,57.0
2020,6,13 ,,,,,s/p,57.0
2020,6,14 ,,,,,s/p,57.0
2020,6,15 ,,,,,s/p,57.0
2020,6,16 ,,,,,15.5,72.5
2020,6,17 ,,,,,17.5,90.0
2020,6,18 ,,,,,29.5,119.5
2020,6,19 ,,,,,11.5,131.0
2020,6,20 ,,,,,12.5,143.5
2020,6,21 ,,,,,2.0,145.5
2020,6,22 ,,,,,34.5,180.0
2020,6,23 ,,,,,21.5,201.5
2020,6,24 ,,,,,8.0,209.5
2020,6,25 ,,,,,s/p,209.5
2020,6,26 ,,,,,2.0,211.5
2020,6,27 ,,,,,s/p,211.5
2020,6,28 ,,,,,41.5,253.0
2020,6,29 ,,,,,24.0,277.0
2020,6,30 ,,,,,4.5,281.5
