Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,8,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,8,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,8,3 ,s/p,0.7,s/p,s/p,0.7,0.7
2022,8,4 ,0.1,s/p,s/p,s/p,0.1,0.8
2022,8,5 ,s/p,s/p,s/p,s/p,s/p,0.8
2022,8,6 ,s/p,s/p,s/p,,s/p,0.8
2022,8,7 ,s/p,s/p,s/p,s/p,s/p,0.8
2022,8,8 ,s/p,s/p,s/p,s/p,s/p,0.8
2022,8,9 ,s/p,s/p,s/p,0.2,0.2,1.0
2022,8,10 ,s/p,0.1,s/p,s/p,0.1,1.1
2022,8,11 ,s/p,s/p,s/p,1.7,1.7,2.8
2022,8,12 ,s/p,s/p,s/p,s/p,s/p,2.8
2022,8,13 ,s/p,7.8,s/p,,7.8,10.6
2022,8,14 ,3.2,7.5,0.4,2.4,13.5,24.1
2022,8,15 ,8.8,0.2,s/p,s/p,9.0,33.1
2022,8,16 ,s/p,0.3,s/p,s/p,0.3,33.4
2022,8,17 ,s/p,s/p,s/p,s/p,s/p,33.4
2022,8,18 ,s/p,0.3,2.3,2.8,5.4,38.8
2022,8,19 ,1.0,s/p,s/p,0.3,1.3,40.1
2022,8,20 ,0.4,s/p,s/p,,0.4,40.5
2022,8,21 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,8,22 ,0.1,0.1,s/p,s/p,0.2,40.7
2022,8,23 ,s/p,s/p,s/p,s/p,s/p,40.7
2022,8,24 ,s/p,s/p,3.8,s/p,3.8,44.5
2022,8,25 ,s/p,1.0,8.1,5.7,14.8,59.3
2022,8,26 ,s/p,0.2,s/p,s/p,0.2,59.5
2022,8,27 ,s/p,s/p,s/p,,s/p,59.5
2022,8,28 ,,s/p,s/p,s/p,s/p,59.5
2022,8,29 ,s/p,s/p,s/p,s/p,s/p,59.5
2022,8,30 ,s/p,s/p,s/p,s/p,s/p,59.5
2022,8,31 ,s/p,s/p,s/p,s/p,s/p,59.5
