Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2011,2,1,5.0,13.6,9.3,11.8,9
2011,2,2,1.2,15.8,8.5,12.7,9
2011,2,3,8.6,15.2,11.9,11.6,9
2011,2,4,5.2,12.2,8.7,8.1,8
2011,2,5,.,.,.,.,.
2011,2,6,11.4,.,.,12.1,2
2011,2,7,7.4,19.0,13.2,15.7,9
2011,2,8,18.0,23.0,20.5,21.3,9
2011,2,9,6.4,25.2,15.8,21.3,9
2011,2,10,16.0,23.0,19.5,20.8,9
2011,2,11,11.4,19.4,15.4,18.0,8
2011,2,12,.,.,.,4.8,2
2011,2,13,.,.,.,.,.
2011,2,14,5.2,14.0,9.6,10.2,9
2011,2,15,2.2,13.4,7.8,9.7,11
2011,2,16,1.0,14.6,7.8,11.5,9
2011,2,17,8.8,18.0,13.4,15.5,9
2011,2,18,11.8,19.4,15.6,17.5,8
2011,2,19,.,.,.,.,.
2011,2,20,.,.,.,.,.
2011,2,21,5.2,16.2,10.7,12.2,9
2011,2,22,6.8,10.4,8.6,9.2,9
2011,2,23,8.4,15.0,11.7,12.4,9
2011,2,24,3.2,24.0,13.6,16.1,11
2011,2,25,8.2,14.0,11.1,10.1,9
2011,2,26,.,.,.,.,.
2011,2,27,.,.,.,.,.
2011,2,28,7.2,15.2,11.2,13.0,9
