Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,7,1 ,s/p,s/p,,s/p,s/p,s/p
2020,7,2 ,s/p,s/p,,9.1,9.1,9.1
2020,7,3 ,4.5,5.1,,s/p,9.6,18.7
2020,7,4 ,0.2,5.8,,0.9,6.9,25.6
2020,7,5 ,0.8,s/p,,s/p,0.8,26.4
2020,7,6 ,s/p,s/p,,s/p,s/p,26.4
2020,7,7 ,s/p,0.6,,18.1,18.7,45.1
2020,7,8 ,s/p,s/p,,s/p,s/p,45.1
2020,7,9 ,s/p,s/p,,2.1,2.1,47.2
2020,7,10 ,1.5,s/p,,s/p,1.5,48.7
2020,7,11 ,s/p,s/p,,s/p,s/p,48.7
2020,7,12 ,s/p,s/p,,s/p,s/p,48.7
2020,7,13 ,s/p,s/p,,s/p,s/p,48.7
2020,7,14 ,s/p,s/p,,s/p,s/p,48.7
2020,7,15 ,s/p,s/p,,s/p,s/p,48.7
2020,7,16 ,s/p,s/p,,s/p,s/p,48.7
2020,7,17 ,9.5,3.5,,6.6,19.6,68.3
2020,7,18 ,4.2,s/p,,s/p,4.2,72.5
2020,7,19 ,s/p,0.0,,6.3,6.3,78.8
2020,7,20 ,s/p,s/p,,0.7,0.7,79.5
2020,7,21 ,0.3,5.0,,4.1,9.4,88.9
2020,7,22 ,s/p,0.3,,s/p,0.3,89.2
2020,7,23 ,s/p,s/p,,s/p,s/p,89.2
2020,7,24 ,s/p,s/p,,s/p,s/p,89.2
2020,7,25 ,s/p,s/p,,0.4,0.4,89.6
2020,7,26 ,s/p,s/p,,s/p,s/p,89.6
2020,7,27 ,s/p,s/p,,s/p,s/p,89.6
2020,7,28 ,s/p,s/p,,s/p,s/p,89.6
2020,7,29 ,s/p,s/p,,s/p,s/p,89.6
2020,7,30 ,0.4,s/p,,s/p,0.4,90.0
2020,7,31 ,s/p,s/p,,0.2,0.2,90.2
