Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,3,1 ,0.3,s/p,,s/p,0.3,0.3
2022,3,2 ,s/p,s/p,,s/p,s/p,0.3
2022,3,3 ,s/p,4.5,,0.1,4.6,4.9
2022,3,4 ,0.1,s/p,,0.1,0.2,5.1
2022,3,5 ,s/p,s/p,s/p,,s/p,5.1
2022,3,6 ,10.7,1.1,,0.7,12.5,17.6
2022,3,7 ,s/p,s/p,,1.2,1.2,18.8
2022,3,8 ,10.7,0.1,,0.1,10.9,29.7
2022,3,9 ,s/p,s/p,,s/p,s/p,29.7
2022,3,10 ,s/p,s/p,,s/p,s/p,29.7
2022,3,11 ,s/p,s/p,,,s/p,29.7
2022,3,12 ,,,,,,
2022,3,13 ,s/p,s/p,,s/p,s/p,29.7
2022,3,14 ,,,,,,
2022,3,15 ,s/p,s/p,,s/p,s/p,29.7
2022,3,16 ,s/p,3.9,,,3.9,33.6
2022,3,17 ,,,,,,
2022,3,18 ,,,,,,
2022,3,19 ,,,,,,
2022,3,20 ,1.6,,,,1.6,35.2
2022,3,21 ,,,,,,
2022,3,22 ,,,,,,
2022,3,23 ,,0.3,,,0.3,35.5
2022,3,24 ,s/p,s/p,,,s/p,35.5
2022,3,25 ,,s/p,,0.1,0.1,35.6
2022,3,26 ,s/p,s/p,,0.5,0.5,36.1
2022,3,27 ,s/p,s/p,s/p,0.6,0.6,36.7
2022,3,28 ,3.1,6.1,0.8,1.1,11.1,47.8
2022,3,29 ,0.1,0.1,s/p,0.1,0.3,48.1
2022,3,30 ,s/p,s/p,,,s/p,48.1
2022,3,31 ,s/p,s/p,,,s/p,48.1
