Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1980,6,1 ,,,,,s/p,s/p
1980,6,2 ,,,,,s/p,s/p
1980,6,3 ,,,,,s/p,s/p
1980,6,4 ,,,,,s/p,s/p
1980,6,5 ,,,,,s/p,s/p
1980,6,6 ,,,,,s/p,s/p
1980,6,7 ,,,,,8.1,8.1
1980,6,8 ,,,,,7.1,15.2
1980,6,9 ,,,,,s/p,15.2
1980,6,10 ,,,,,s/p,15.2
1980,6,11 ,,,,,s/p,15.2
1980,6,12 ,,,,,s/p,15.2
1980,6,13 ,,,,,s/p,15.2
1980,6,14 ,,,,,s/p,15.2
1980,6,15 ,,,,,s/p,15.2
1980,6,16 ,,,,,s/p,15.2
1980,6,17 ,,,,,s/p,15.2
1980,6,18 ,,,,,s/p,15.2
1980,6,19 ,,,,,s/p,15.2
1980,6,20 ,,,,,s/p,15.2
1980,6,21 ,,,,,s/p,15.2
1980,6,22 ,,,,,3.1,18.3
1980,6,23 ,,,,,24.4,42.7
1980,6,24 ,,,,,1.5,44.2
1980,6,25 ,,,,,s/p,44.2
1980,6,26 ,,,,,s/p,44.2
1980,6,27 ,,,,,s/p,44.2
1980,6,28 ,,,,,6.8,51.0
1980,6,29 ,,,,,0.9,51.9
1980,6,30 ,,,,,s/p,51.9
