Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1996,9,1,13.8,16.5,14.7,14.7,24
1996,9,2,13.9,17.3,15.1,15.1,24
1996,9,3,13.6,17.2,15.2,15.2,24
1996,9,4,13.4,15.9,14.4,14.4,24
1996,9,5,13.6,16.3,14.7,14.7,24
1996,9,6,10.1,16.7,13.8,13.8,24
1996,9,7,12.1,17.4,14.7,14.7,24
1996,9,8,12.8,17.5,14.8,14.8,24
1996,9,9,12.5,17.0,14.5,14.5,24
1996,9,10,13.9,16.7,14.7,14.7,24
1996,9,11,13.9,17.1,15.1,15.1,24
1996,9,12,12.4,16.9,14.9,14.9,24
1996,9,13,13.3,17.1,14.8,14.8,24
1996,9,14,13.9,17.6,15.3,15.3,24
1996,9,15,14.5,16.8,15.3,15.3,24
1996,9,16,14.1,17.6,15.6,15.6,24
1996,9,17,13.5,18.8,16.0,16.0,24
1996,9,18,12.2,18.0,15.3,15.1,19
1996,9,19,15.2,18.5,16.3,16.3,24
1996,9,20,13.2,18.2,15.9,15.9,24
1996,9,21,15.4,18.7,16.3,16.3,24
1996,9,22,15.5,18.0,16.2,16.2,24
1996,9,23,15.5,18.1,16.5,16.5,24
1996,9,24,14.0,18.5,16.3,16.3,24
1996,9,25,14.5,17.6,15.7,15.7,24
1996,9,26,14.5,18.0,15.6,15.6,24
1996,9,27,11.2,17.9,15.3,15.3,24
1996,9,28,14.9,18.4,16.2,16.2,24
1996,9,29,15.7,18.4,16.4,16.4,24
1996,9,30,12.2,19.2,15.5,15.5,24
