Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,7,1 ,0.2,0.4,0.5,1.5,2.6,2.6
2021,7,2 ,0.5,0.0,0.8,0.7,2.0,4.6
2021,7,3 ,0.0,0.0,0.0,0.0,0.0,4.6
2021,7,4 ,0.0,1.0,s/p,0.3,1.3,5.9
2021,7,5 ,3.0,0.7,s/p,s/p,3.7,9.6
2021,7,6 ,s/p,s/p,s/p,s/p,s/p,9.6
2021,7,7 ,s/p,s/p,s/p,s/p,s/p,9.6
2021,7,8 ,0.0,0.1,s/p,s/p,0.1,9.7
2021,7,9 ,s/p,3.1,0.6,1.7,5.4,15.1
2021,7,10 ,0.2,s/p,0.0,0.0,0.2,15.3
2021,7,11 ,0.0,0.0,0.0,s/p,0.0,15.3
2021,7,12 ,s/p,s/p,0.0,0.0,0.0,15.3
2021,7,13 ,0.0,0.0,0.0,0.0,0.0,15.3
2021,7,14 ,0.0,0.0,0.0,s/p,0.0,15.3
2021,7,15 ,0.0,0.0,s/p,0.4,0.4,15.7
2021,7,16 ,s/p,s/p,s/p,s/p,s/p,15.7
2021,7,17 ,0.0,0.0,0.0,0.0,0.0,15.7
2021,7,18 ,0.0,4.0,5.0,2.4,11.4,27.1
2021,7,19 ,2.5,0.0,0.0,0.0,2.5,29.6
2021,7,20 ,0.0,0.0,0.1,0.0,0.1,29.7
2021,7,21 ,s/p,0.2,0.2,0.0,0.4,30.1
2021,7,22 ,s/p,s/p,s/p,s/p,s/p,30.1
2021,7,23 ,s/p,s/p,s/p,0.0,0.0,30.1
2021,7,24 ,s/p,s/p,0.0,s/p,0.0,30.1
2021,7,25 ,s/p,s/p,s/p,0.0,0.0,30.1
2021,7,26 ,s/p,0.0,s/p,s/p,0.0,30.1
2021,7,27 ,s/p,s/p,0.3,0.8,1.1,31.2
2021,7,28 ,5.0,0.0,0.0,1.7,6.7,37.9
2021,7,29 ,0.7,3.8,0.0,1.2,5.7,43.6
2021,7,30 ,0.0,0.3,1.0,0.5,1.8,45.4
2021,7,31 ,s/p,0.3,s/p,0.0,0.3,45.7
