Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,11,1 ,s/p,s/p,s/p,,s/p,s/p
2020,11,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,11,3 ,s/p,s/p,1.0,3.1,4.1,4.1
2020,11,4 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,5 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,6 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,7 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,8 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,9 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,10 ,s/p,s/p,s/p,s/p,s/p,4.1
2020,11,11 ,s/p,s/p,0.1,s/p,0.1,4.2
2020,11,12 ,s/p,s/p,s/p,s/p,s/p,4.2
2020,11,13 ,s/p,8.6,0.1,s/p,8.7,12.9
2020,11,14 ,s/p,s/p,s/p,s/p,s/p,12.9
2020,11,15 ,s/p,s/p,s/p,s/p,s/p,12.9
2020,11,16 ,s/p,s/p,s/p,s/p,s/p,12.9
2020,11,17 ,s/p,s/p,s/p,s/p,s/p,12.9
2020,11,18 ,s/p,s/p,s/p,s/p,s/p,12.9
2020,11,19 ,s/p,2.0,1.6,0.1,3.7,16.6
2020,11,20 ,s/p,s/p,0.3,s/p,0.3,16.9
2020,11,21 ,s/p,s/p,s/p,s/p,s/p,16.9
2020,11,22 ,s/p,s/p,s/p,s/p,s/p,16.9
2020,11,23 ,s/p,s/p,s/p,s/p,s/p,16.9
2020,11,24 ,1.3,4.1,s/p,1.8,7.2,24.1
2020,11,25 ,6.7,s/p,s/p,s/p,6.7,30.8
2020,11,26 ,s/p,s/p,s/p,s/p,s/p,30.8
2020,11,27 ,s/p,s/p,s/p,s/p,s/p,30.8
2020,11,28 ,s/p,2.7,2.0,s/p,4.7,35.5
2020,11,29 ,s/p,s/p,s/p,s/p,s/p,35.5
2020,11,30 ,s/p,s/p,s/p,0.1,0.1,35.6
