,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2019,6,1,-12.7,16.5,3.0,3.0,24
1,2019,6,2,-11.3,16.0,4.1,4.1,24
2,2019,6,3,-15.5,14.2,0.4,0.4,24
3,2019,6,4,-12.4,14.6,1.8,1.8,24
4,2019,6,5,-11.6,14.4,2.4,2.4,24
5,2019,6,6,-11.3,15.1,2.5,2.5,24
6,2019,6,7,-11.7,16.0,2.8,2.8,24
7,2019,6,8,-11.7,15.9,3.5,3.5,24
8,2019,6,9,-11.0,16.3,3.0,3.0,24
9,2019,6,10,-10.2,15.5,4.1,4.1,24
10,2019,6,11,-10.4,16.8,3.0,3.0,24
11,2019,6,12,-7.8,15.4,4.3,4.3,24
12,2019,6,13,-5.7,16.5,4.8,4.8,24
13,2019,6,14,-6.7,15.7,4.6,4.6,24
14,2019,6,15,-2.2,13.3,4.6,4.6,24
15,2019,6,16,-7.2,11.9,3.4,3.4,24
16,2019,6,17,-5.5,14.7,4.6,4.6,24
17,2019,6,18,-9.7,16.1,3.0,3.0,24
18,2019,6,19,-12.0,15.5,3.1,3.1,24
19,2019,6,20,-10.7,15.4,3.0,3.0,24
20,2019,6,21,-8.4,,3.7,3.7,24
21,2019,6,22,-12.7,,,2.8,23
22,2019,6,23,-14.8,15.8,0.5,1.6,23
23,2019,6,24,-15.9,16.6,0.9,0.9,24
24,2019,6,25,-9.6,11.6,3.5,2.2,22
25,2019,6,26,-10.6,13.7,0.9,0.9,24
26,2019,6,27,-13.2,,0.5,0.5,24
27,2019,6,28,-5.8,14.0,4.1,4.1,23
28,2019,6,29,-7.4,17.5,4.2,4.2,24
29,2019,6,30,-6.8,16.1,4.4,4.4,24
