,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2013,8,1,,,,,
1,2013,8,2,,,,,
2,2013,8,3,,,,,
3,2013,8,4,,,,,
4,2013,8,5,,,,,
5,2013,8,6,,,,,
6,2013,8,7,,,,,
7,2013,8,8,,,,,
8,2013,8,9,,,,,
9,2013,8,10,,,,,
10,2013,8,11,,,,,
11,2013,8,12,,,,,
12,2013,8,13,,,,,
13,2013,8,14,,,,,
14,2013,8,15,,,,,
15,2013,8,16,,,,,
16,2013,8,17,,,,,
17,2013,8,18,,,,,
18,2013,8,19,,,,,
19,2013,8,20,,,,,
20,2013,8,21,,,,,
21,2013,8,22,,,,,
22,2013,8,23,,,,,
23,2013,8,24,,,,,
24,2013,8,25,,,,,
25,2013,8,26,,,,,
26,2013,8,27,,,,,
27,2013,8,28,,11.1,,7.5,9
28,2013,8,29,-2.1,11.7,2.3,2.3,24
29,2013,8,30,-7.9,13.5,3.5,3.5,24
30,2013,8,31,-9.2,15.9,2.7,2.7,24
