,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2016,1,1,-5.9,20.0,8.7,8.7,24
1,2016,1,2,-2.4,19.1,8.9,8.9,24
2,2016,1,3,3.6,20.0,10.7,10.7,24
3,2016,1,4,-7.2,20.6,7.3,7.3,24
4,2016,1,5,-1.8,21.8,9.3,9.3,24
5,2016,1,6,2.0,19.1,9.2,9.2,24
6,2016,1,7,1.9,17.8,8.6,8.6,24
7,2016,1,8,0.8,19.2,9.1,9.1,24
8,2016,1,9,-3.0,21.2,8.5,8.5,24
9,2016,1,10,-2.3,20.9,8.9,8.9,24
10,2016,1,11,4.6,17.2,9.3,9.3,24
11,2016,1,12,,18.5,,8.5,23
12,2016,1,13,4.4,20.0,10.4,10.4,24
13,2016,1,14,-3.3,20.5,8.2,8.2,24
14,2016,1,15,-3.4,22.1,9.4,9.4,24
15,2016,1,16,-2.9,21.8,9.9,9.9,24
16,2016,1,17,-2.5,22.1,9.3,9.3,24
17,2016,1,18,1.0,19.4,8.6,8.6,24
18,2016,1,19,6.4,17.3,8.7,8.7,24
19,2016,1,20,3.2,18.4,9.0,9.0,24
20,2016,1,21,0.1,19.6,10.3,10.3,24
21,2016,1,22,-0.2,20.4,10.8,10.8,24
22,2016,1,23,0.5,21.8,11.8,11.8,24
23,2016,1,24,1.9,22.7,12.1,12.1,24
24,2016,1,25,2.9,21.5,11.5,11.5,24
25,2016,1,26,0.2,20.7,9.5,9.5,24
26,2016,1,27,-0.7,20.6,9.7,9.7,24
27,2016,1,28,-1.0,21.7,10.2,10.2,24
28,2016,1,29,1.9,20.8,10.1,10.1,24
29,2016,1,30,0.2,20.0,9.9,9.9,24
30,2016,1,31,-1.1,18.4,8.4,8.4,24
