,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2013,5,1,,,,,
1,2013,5,2,,,,,
2,2013,5,3,,,,,
3,2013,5,4,,,,,
4,2013,5,5,,,,,
5,2013,5,6,,,,,
6,2013,5,7,,,,,
7,2013,5,8,,,,,
8,2013,5,9,,,,,
9,2013,5,10,,,,,
10,2013,5,11,,,,,
11,2013,5,12,,,,,
12,2013,5,13,,,,,
13,2013,5,14,,,,,
14,2013,5,15,-0.9,,,2.2,1
15,2013,5,16,,,,,
16,2013,5,17,,,,,
17,2013,5,18,,,,,
18,2013,5,19,,,,,
19,2013,5,20,,,,,
20,2013,5,21,,,,,
21,2013,5,22,,,,,
22,2013,5,23,,,,,
23,2013,5,24,,,,,
24,2013,5,25,,,,,
25,2013,5,26,,,,,
26,2013,5,27,,,,,
27,2013,5,28,,,,,
28,2013,5,29,,,,,
29,2013,5,30,,,,,
30,2013,5,31,,,,,
