,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2017,9,1,-6.8,19.0,6.9,6.9,24
1,2017,9,2,-7.4,17.7,6.5,6.5,24
2,2017,9,3,-7.2,18.3,6.1,6.1,24
3,2017,9,4,-4.0,16.5,6.3,6.3,24
4,2017,9,5,-0.8,15.5,6.5,6.5,24
5,2017,9,6,,,,7.3,13
6,2017,9,7,,13.1,,5.3,17
7,2017,9,8,-4.5,14.1,5.5,5.5,24
8,2017,9,9,,,,6.3,10
9,2017,9,10,,16.4,,12.1,10
10,2017,9,11,-10.6,18.2,3.2,3.2,24
11,2017,9,12,-6.9,16.5,4.8,4.8,24
12,2017,9,13,-3.8,14.4,5.2,5.2,24
13,2017,9,14,-1.8,17.0,7.3,7.3,24
14,2017,9,15,-0.3,10.9,6.2,6.2,24
15,2017,9,16,0.1,9.1,4.4,4.4,24
16,2017,9,17,-0.4,17.9,6.6,6.6,24
17,2017,9,18,-9.8,18.9,5.7,5.7,24
18,2017,9,19,-8.0,19.0,6.5,6.5,24
19,2017,9,20,-6.7,21.9,8.0,8.0,24
20,2017,9,21,-3.7,20.5,8.9,8.9,24
21,2017,9,22,-3.3,20.0,7.7,7.7,24
22,2017,9,23,-4.6,17.4,6.5,6.5,24
23,2017,9,24,-9.1,16.9,6.1,6.1,24
24,2017,9,25,-11.3,17.5,3.7,3.7,24
25,2017,9,26,-8.5,18.7,5.1,5.1,24
26,2017,9,27,-6.6,17.1,5.3,5.3,24
27,2017,9,28,-9.9,16.6,4.4,4.4,24
28,2017,9,29,-9.3,18.0,5.1,5.1,24
29,2017,9,30,-11.8,19.7,5.0,5.0,24
