,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2017,3,1,2.0,,7.2,6.1,19
1,2017,3,2,,16.2,,,
2,2017,3,3,-1.6,17.5,6.8,6.8,24
3,2017,3,4,-0.5,18.4,7.9,7.9,24
4,2017,3,5,4.2,19.3,9.4,9.4,24
5,2017,3,6,0.3,16.0,7.0,7.0,24
6,2017,3,7,1.8,13.3,7.0,7.0,24
7,2017,3,8,3.7,14.4,7.9,7.9,24
8,2017,3,9,3.0,17.6,8.8,8.8,24
9,2017,3,10,1.6,17.8,8.4,8.4,24
10,2017,3,11,1.8,14.2,6.7,6.7,24
11,2017,3,12,-0.2,16.8,6.7,6.7,24
12,2017,3,13,3.2,16.7,7.8,7.8,24
13,2017,3,14,0.5,15.7,7.4,7.4,24
14,2017,3,15,4.7,16.9,8.6,8.6,24
15,2017,3,16,0.4,15.9,7.2,7.2,24
16,2017,3,17,-0.9,17.8,6.8,6.8,24
17,2017,3,18,-1.2,18.9,7.7,7.7,24
18,2017,3,19,1.8,17.4,9.1,9.1,24
19,2017,3,20,1.4,18.5,8.7,8.7,24
20,2017,3,21,-1.6,16.9,7.9,7.9,24
21,2017,3,22,-1.2,16.3,7.4,7.4,24
22,2017,3,23,4.2,15.2,7.3,7.3,24
23,2017,3,24,-0.5,15.3,6.9,6.9,24
24,2017,3,25,-1.0,16.5,7.6,7.6,24
25,2017,3,26,0.8,18.6,8.1,8.1,24
26,2017,3,27,0.6,16.3,7.6,7.6,24
27,2017,3,28,5.1,14.3,8.2,8.2,24
28,2017,3,29,3.0,12.5,6.3,6.3,24
29,2017,3,30,2.5,15.3,7.4,7.4,24
30,2017,3,31,5.4,13.9,7.2,7.2,24
