,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2016,2,1,3.6,13.9,7.8,7.8,24
1,2016,2,2,4.4,18.5,8.5,8.5,24
2,2016,2,3,-3.4,19.3,7.3,7.3,24
3,2016,2,4,-1.5,19.0,8.3,8.3,24
4,2016,2,5,-1.5,20.8,8.7,8.7,24
5,2016,2,6,4.0,17.9,10.7,10.7,24
6,2016,2,7,,,,6.1,11
7,2016,2,8,,18.0,,,
8,2016,2,9,3.4,17.1,9.0,9.0,24
9,2016,2,10,4.8,16.4,8.9,8.9,24
10,2016,2,11,5.2,18.4,10.0,10.0,24
11,2016,2,12,6.2,17.5,9.5,9.5,24
12,2016,2,13,0.6,18.3,8.8,8.8,24
13,2016,2,14,1.5,19.8,9.5,9.5,24
14,2016,2,15,3.2,18.4,9.8,9.8,24
15,2016,2,16,4.8,18.3,8.8,8.8,24
16,2016,2,17,4.4,15.3,8.4,8.4,24
17,2016,2,18,4.4,15.7,8.7,8.7,24
18,2016,2,19,5.8,15.9,9.7,9.7,24
19,2016,2,20,4.7,17.7,9.4,9.4,24
20,2016,2,21,4.9,17.9,9.1,9.1,24
21,2016,2,22,4.8,14.1,8.4,8.4,24
22,2016,2,23,5.1,12.1,7.4,7.4,24
23,2016,2,24,5.0,16.7,8.8,8.8,24
24,2016,2,25,6.4,14.9,8.8,8.8,24
25,2016,2,26,5.3,15.1,9.0,9.0,24
26,2016,2,27,-1.5,19.0,7.5,7.5,24
27,2016,2,28,2.1,19.7,9.6,9.6,24
28,2016,2,29,2.2,20.1,9.9,9.9,24
