Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2020,9,1,9.7,12.3,11.0,11.0,9
2020,9,2,10.1,13.9,12.0,12.0,9
2020,9,3,10.4,13.4,11.9,12.0,9
2020,9,4,9.5,.,.,12.7,9
2020,9,5,.,.,.,.,.
2020,9,6,.,.,.,.,.
2020,9,7,11.1,15.3,13.2,13.5,9
2020,9,8,11.2,14.5,12.8,12.6,9
2020,9,9,11.2,15.1,13.2,13.7,9
2020,9,10,11.6,13.7,12.7,13.0,9
2020,9,11,9.9,.,.,11.5,9
2020,9,12,.,.,.,.,.
2020,9,13,.,.,.,.,.
2020,9,14,9.5,11.7,10.6,10.7,9
2020,9,15,10.4,13.8,12.1,12.0,9
2020,9,16,11.0,14.4,12.7,12.6,9
2020,9,17,10.8,.,.,12.2,8
2020,9,18,10.3,.,.,11.3,9
2020,9,19,.,.,.,.,.
2020,9,20,.,.,.,.,.
2020,9,21,9.7,14.0,11.8,12.1,9
2020,9,22,10.1,.,.,10.5,3
2020,9,23,10.5,.,.,11.7,9
2020,9,24,.,.,.,.,.
2020,9,25,.,.,.,.,.
2020,9,26,.,.,.,.,.
2020,9,27,.,.,.,.,.
2020,9,28,.,.,.,14.0,9
2020,9,29,.,.,.,.,.
2020,9,30,.,.,.,.,.
