Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,8,1 ,2.0,1.0,s/p,1.0,4.0,4.0
2021,8,2 ,s/p,1.0,0.0,s/p,1.0,5.0
2021,8,3 ,s/p,s/p,s/p,s/p,s/p,5.0
2021,8,4 ,s/p,s/p,3.0,s/p,3.0,8.0
2021,8,5 ,s/p,s/p,s/p,s/p,s/p,8.0
2021,8,6 ,s/p,2.0,1.0,2.0,5.0,13.0
2021,8,7 ,s/p,2.0,s/p,s/p,2.0,15.0
2021,8,8 ,s/p,s/p,s/p,s/p,s/p,15.0
2021,8,9 ,1.5,1.0,s/p,s/p,2.5,17.5
2021,8,10 ,s/p,s/p,s/p,s/p,s/p,17.5
2021,8,11 ,s/p,s/p,s/p,s/p,s/p,17.5
2021,8,12 ,1.5,s/p,1.0,1.0,3.5,21.0
2021,8,13 ,3.0,1.0,s/p,s/p,4.0,25.0
2021,8,14 ,s/p,s/p,s/p,s/p,s/p,25.0
2021,8,15 ,s/p,s/p,s/p,s/p,s/p,25.0
2021,8,16 ,s/p,5.0,5.0,3.0,13.0,38.0
2021,8,17 ,s/p,s/p,0.0,0.0,0.0,38.0
2021,8,18 ,s/p,s/p,s/p,s/p,s/p,38.0
2021,8,19 ,s/p,1.0,1.0,1.0,3.0,41.0
2021,8,20 ,1.2,1.0,s/p,s/p,2.2,43.2
2021,8,21 ,s/p,s/p,s/p,s/p,s/p,43.2
2021,8,22 ,s/p,s/p,s/p,s/p,s/p,43.2
2021,8,23 ,s/p,s/p,s/p,s/p,s/p,43.2
2021,8,24 ,s/p,s/p,0.0,5.0,5.0,48.2
2021,8,25 ,2.0,s/p,2.0,4.0,8.0,56.2
2021,8,26 ,1.0,s/p,s/p,s/p,1.0,57.2
2021,8,27 ,s/p,s/p,s/p,s/p,s/p,57.2
2021,8,28 ,s/p,s/p,s/p,s/p,s/p,57.2
2021,8,29 ,1.2,2.0,s/p,s/p,3.2,60.4
2021,8,30 ,s/p,s/p,s/p,0.0,0.0,60.4
2021,8,31 ,0.0,s/p,s/p,s/p,0.0,60.4
