Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2013,8,1 ,s/p,,,s/p,s/p,s/p
2013,8,2 ,0.0,,,s/p,0.0,0.0
2013,8,3 ,,,,s/p,s/p,s/p
2013,8,4 ,s/p,,,s/p,s/p,s/p
2013,8,5 ,s/p,,,s/p,s/p,s/p
2013,8,6 ,s/p,,,s/p,s/p,s/p
2013,8,7 ,s/p,,,4.0,4.0,4.0
2013,8,8 ,s/p,,,s/p,s/p,4.0
2013,8,9 ,1.3,,,s/p,1.3,5.3
2013,8,10 ,1.4,,,0.3,1.7,7.0
2013,8,11 ,0.8,,,1.0,1.8,8.8
2013,8,12 ,0.7,,,1.4,2.1,10.9
2013,8,13 ,s/p,,,0.0,0.0,10.9
2013,8,14 ,3.1,,,6.2,9.3,20.2
2013,8,15 ,3.8,,,2.0,5.8,26.0
2013,8,16 ,s/p,,,8.4,8.4,34.4
2013,8,17 ,s/p,,,2.1,2.1,36.5
2013,8,18 ,0.6,,,0.3,0.9,37.4
2013,8,19 ,2.5,,,s/p,2.5,39.9
2013,8,20 ,0.2,,,s/p,0.2,40.1
2013,8,21 ,s/p,,,s/p,s/p,40.1
2013,8,22 ,s/p,,,1.0,1.0,41.1
2013,8,23 ,s/p,,,s/p,s/p,41.1
2013,8,24 ,s/p,,,s/p,s/p,41.1
2013,8,25 ,s/p,,,s/p,s/p,41.1
2013,8,26 ,0.4,,,2.3,2.7,43.8
2013,8,27 ,0.6,,,4.1,4.7,48.5
2013,8,28 ,s/p,,,0.7,0.7,49.2
2013,8,29 ,s/p,,,s/p,s/p,49.2
2013,8,30 ,s/p,,,s/p,s/p,49.2
2013,8,31 ,s/p,,,s/p,s/p,49.2
