Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1983,4,1 ,s/p,0.3,s/p,s/p,0.3,0.3
1983,4,2 ,3.4,s/p,1.2,0.5,5.1,5.4
1983,4,3 ,2.6,4.5,s/p,s/p,7.1,12.5
1983,4,4 ,s/p,s/p,s/p,s/p,s/p,12.5
1983,4,5 ,s/p,s/p,s/p,s/p,s/p,12.5
1983,4,6 ,s/p,s/p,s/p,s/p,s/p,12.5
1983,4,7 ,s/p,s/p,0.4,0.2,0.6,13.1
1983,4,8 ,0.2,s/p,s/p,s/p,0.2,13.3
1983,4,9 ,s/p,s/p,s/p,s/p,s/p,13.3
1983,4,10 ,s/p,0.5,13.6,0.2,14.3,27.6
1983,4,11 ,s/p,0.9,0.1,0.2,1.2,28.8
1983,4,12 ,0.0,0.4,s/p,s/p,0.4,29.2
1983,4,13 ,s/p,s/p,s/p,s/p,s/p,29.2
1983,4,14 ,0.0,0.1,s/p,s/p,0.1,29.3
1983,4,15 ,s/p,s/p,s/p,s/p,s/p,29.3
1983,4,16 ,s/p,s/p,0.0,0.7,0.7,30.0
1983,4,17 ,0.3,0.0,0.1,0.3,0.7,30.7
1983,4,18 ,s/p,s/p,s/p,s/p,s/p,30.7
1983,4,19 ,s/p,s/p,s/p,s/p,s/p,30.7
1983,4,20 ,s/p,s/p,s/p,s/p,s/p,30.7
1983,4,21 ,s/p,s/p,s/p,s/p,s/p,30.7
1983,4,22 ,s/p,1.4,s/p,s/p,1.4,32.1
1983,4,23 ,s/p,1.0,3.0,14.2,18.2,50.3
1983,4,24 ,s/p,0.3,s/p,s/p,0.3,50.6
1983,4,25 ,s/p,s/p,2.0,11.3,13.3,63.9
1983,4,26 ,s/p,s/p,s/p,0.7,0.7,64.6
1983,4,27 ,s/p,s/p,s/p,2.4,2.4,67.0
1983,4,28 ,0.8,0.3,s/p,s/p,1.1,68.1
1983,4,29 ,s/p,s/p,s/p,s/p,s/p,68.1
1983,4,30 ,s/p,s/p,s/p,s/p,s/p,68.1
