Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1982,9,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1982,9,2 ,s/p,s/p,1.8,1.8,3.6,3.6
1982,9,3 ,s/p,s/p,s/p,s/p,s/p,3.6
1982,9,4 ,s/p,s/p,s/p,s/p,s/p,3.6
1982,9,5 ,s/p,s/p,s/p,s/p,s/p,3.6
1982,9,6 ,s/p,s/p,s/p,s/p,s/p,3.6
1982,9,7 ,s/p,9.3,9.7,5.3,24.3,27.9
1982,9,8 ,s/p,0.2,0.0,0.3,0.5,28.4
1982,9,9 ,1.7,0.5,3.9,s/p,6.1,34.5
1982,9,10 ,s/p,s/p,0.2,0.9,1.1,35.6
1982,9,11 ,25.7,10.2,s/p,2.3,38.2,73.8
1982,9,12 ,5.3,11.9,0.8,11.9,29.9,103.7
1982,9,13 ,0.9,s/p,s/p,1.8,2.7,106.4
1982,9,14 ,5.0,0.0,6.8,3.0,14.8,121.2
1982,9,15 ,1.2,s/p,s/p,s/p,1.2,122.4
1982,9,16 ,s/p,s/p,s/p,s/p,s/p,122.4
1982,9,17 ,s/p,s/p,s/p,0.0,0.0,122.4
1982,9,18 ,8.6,s/p,0.5,3.7,12.8,135.2
1982,9,19 ,0.9,2.0,s/p,0.0,2.9,138.1
1982,9,20 ,0.9,s/p,s/p,0.9,1.8,139.9
1982,9,21 ,s/p,0.0,8.5,2.0,10.5,150.4
1982,9,22 ,s/p,0.4,1.0,0.0,1.4,151.8
1982,9,23 ,0.0,s/p,s/p,s/p,0.0,151.8
1982,9,24 ,s/p,s/p,s/p,s/p,s/p,151.8
1982,9,25 ,s/p,s/p,s/p,0.0,0.0,151.8
1982,9,26 ,4.6,s/p,s/p,s/p,4.6,156.4
1982,9,27 ,10.0,7.2,1.8,s/p,19.0,175.4
1982,9,28 ,s/p,s/p,s/p,s/p,s/p,175.4
1982,9,29 ,0.4,s/p,s/p,s/p,0.4,175.8
1982,9,30 ,1.0,s/p,s/p,s/p,1.0,176.8
