Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,5,1 ,8.6,1.9,9.0,8.3,27.8,27.8
2021,5,2 ,0.9,s/p,s/p,s/p,0.9,28.7
2021,5,3 ,s/p,s/p,s/p,s/p,s/p,28.7
2021,5,4 ,0.1,s/p,s/p,s/p,0.1,28.8
2021,5,5 ,s/p,s/p,s/p,s/p,s/p,28.8
2021,5,6 ,0.1,s/p,s/p,s/p,0.1,28.9
2021,5,7 ,s/p,s/p,s/p,s/p,s/p,28.9
2021,5,8 ,s/p,s/p,0.2,s/p,0.2,29.1
2021,5,9 ,s/p,s/p,s/p,s/p,s/p,29.1
2021,5,10 ,s/p,s/p,s/p,s/p,s/p,29.1
2021,5,11 ,s/p,s/p,s/p,s/p,s/p,29.1
2021,5,12 ,s/p,s/p,s/p,s/p,s/p,29.1
2021,5,13 ,s/p,s/p,s/p,,s/p,29.1
2021,5,14 ,s/p,s/p,s/p,s/p,s/p,29.1
2021,5,15 ,0.1,s/p,s/p,s/p,0.1,29.2
2021,5,16 ,s/p,s/p,s/p,s/p,s/p,29.2
2021,5,17 ,s/p,s/p,s/p,s/p,s/p,29.2
2021,5,18 ,s/p,s/p,s/p,s/p,s/p,29.2
2021,5,19 ,s/p,0.6,1.2,0.1,1.9,31.1
2021,5,20 ,0.1,s/p,s/p,s/p,0.1,31.2
2021,5,21 ,0.1,0.1,s/p,0.3,0.5,31.7
2021,5,22 ,0.1,s/p,s/p,s/p,0.1,31.8
2021,5,23 ,s/p,s/p,s/p,0.1,0.1,31.9
2021,5,24 ,s/p,0.3,1.2,0.4,1.9,33.8
2021,5,25 ,s/p,s/p,s/p,s/p,s/p,33.8
2021,5,26 ,0.2,0.4,0.2,0.4,1.2,35.0
2021,5,27 ,8.0,0.8,0.5,2.9,12.2,47.2
2021,5,28 ,3.3,4.2,0.5,s/p,8.0,55.2
2021,5,29 ,s/p,s/p,s/p,s/p,s/p,55.2
2021,5,30 ,s/p,0.5,1.3,10.2,12.0,67.2
2021,5,31 ,20.7,,17.7,18.8,57.2,124.4
