Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,8,1 ,,,,,9.1,9.1
2020,8,2 ,,,,,s/p,9.1
2020,8,3 ,,,,,s/p,9.1
2020,8,4 ,,,,,2.7,11.8
2020,8,5 ,,,,,s/p,11.8
2020,8,6 ,,,,,s/p,11.8
2020,8,7 ,,,,,s/p,11.8
2020,8,8 ,,,,,s/p,11.8
2020,8,9 ,,,,,2.1,13.9
2020,8,10 ,,,,,s/p,13.9
2020,8,11 ,,,,,s/p,13.9
2020,8,12 ,,,,,s/p,13.9
2020,8,13 ,,,,,6.6,20.5
2020,8,14 ,,,,,s/p,20.5
2020,8,15 ,,,,,s/p,20.5
2020,8,16 ,,,,,s/p,20.5
2020,8,17 ,,,,,s/p,20.5
2020,8,18 ,,,,,s/p,20.5
2020,8,19 ,,,,,s/p,20.5
2020,8,20 ,,,,,s/p,20.5
2020,8,21 ,,,,,s/p,20.5
2020,8,22 ,,,,,s/p,20.5
2020,8,23 ,,,,,5.8,26.3
2020,8,24 ,,,,,9.4,35.7
2020,8,25 ,,,,,7.5,43.2
2020,8,26 ,,,,,2.5,45.7
2020,8,27 ,,,,,s/p,45.7
2020,8,28 ,,,,,8.2,53.9
2020,8,29 ,,,,,s/p,53.9
2020,8,30 ,,,,,s/p,53.9
2020,8,31 ,,,,,s/p,53.9
