Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1958,11,1,14.0,.,.,16.4,16
1958,11,2,15.0,.,.,17.7,16
1958,11,3,15.8,22.0,18.9,18.1,16
1958,11,4,16.0,21.0,18.5,17.6,16
1958,11,5,16.0,24.0,20.0,19.3,16
1958,11,6,14.0,21.0,17.5,18.3,16
1958,11,7,14.0,22.0,18.0,18.4,16
1958,11,8,14.0,21.0,17.5,18.0,16
1958,11,9,16.0,22.0,19.0,18.9,16
1958,11,10,13.0,21.0,17.0,17.5,16
1958,11,11,16.0,21.0,18.5,17.9,16
1958,11,12,15.0,21.0,18.0,17.9,16
1958,11,13,15.0,21.0,18.0,17.9,16
1958,11,14,15.4,21.0,18.2,18.2,16
1958,11,15,15.0,20.0,17.5,17.8,16
1958,11,16,14.0,20.0,17.0,16.5,16
1958,11,17,14.0,21.1,17.6,18.5,16
1958,11,18,15.8,22.0,18.9,18.4,16
1958,11,19,14.0,21.0,17.5,17.4,16
1958,11,20,16.0,21.0,18.5,18.4,16
1958,11,21,14.0,21.0,17.5,18.1,16
1958,11,22,13.0,20.0,16.5,17.1,16
1958,11,23,15.0,20.0,17.5,17.9,16
1958,11,24,15.0,21.0,18.0,18.0,16
1958,11,25,15.0,20.0,17.5,16.9,16
1958,11,26,15.0,21.0,18.0,17.8,16
1958,11,27,15.0,22.0,18.5,18.3,16
1958,11,28,15.0,22.0,18.5,18.9,16
1958,11,29,15.0,22.0,18.5,18.5,16
1958,11,30,15.0,23.0,19.0,18.7,16
