Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1993,6,1,13.2,16.2,14.6,14.6,24
1993,6,2,10.3,16.1,13.5,13.5,24
1993,6,3,12.6,16.2,14.2,14.2,24
1993,6,4,10.8,16.3,13.9,13.9,24
1993,6,5,13.5,19.7,15.5,15.5,24
1993,6,6,13.4,18.7,15.4,15.4,24
1993,6,7,10.0,17.0,14.8,14.8,24
1993,6,8,13.2,16.8,14.8,14.8,24
1993,6,9,11.0,18.1,14.2,14.2,24
1993,6,10,11.3,17.0,14.1,14.1,24
1993,6,11,13.1,17.0,14.7,14.7,24
1993,6,12,13.2,16.4,14.4,14.4,24
1993,6,13,13.0,17.8,15.0,15.0,24
1993,6,14,10.2,17.0,14.8,14.8,24
1993,6,15,13.2,17.0,14.6,14.6,24
1993,6,16,12.6,16.4,14.3,14.3,24
1993,6,17,10.4,15.4,13.5,13.5,24
1993,6,18,11.8,18.0,14.2,14.2,24
1993,6,19,14.2,18.0,15.6,15.6,24
1993,6,20,14.0,17.9,15.5,15.5,24
1993,6,21,11.5,16.9,14.2,14.2,24
1993,6,22,11.4,18.6,14.7,14.7,24
1993,6,23,10.4,16.3,13.5,13.5,24
1993,6,24,11.8,17.1,14.1,14.1,24
1993,6,25,13.0,19.7,15.5,15.5,24
1993,6,26,15.2,18.8,16.3,16.3,24
1993,6,27,14.6,17.4,15.8,15.8,24
1993,6,28,10.8,17.2,15.0,15.0,24
1993,6,29,11.0,19.6,14.6,14.6,24
1993,6,30,9.5,16.4,13.5,13.5,24
