Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1999,4,1 ,,,,,s/p,s/p
1999,4,2 ,,,,,s/p,s/p
1999,4,3 ,,,,,1.0,1.0
1999,4,4 ,,,,,10.0,11.0
1999,4,5 ,,,,,10.0,21.0
1999,4,6 ,,,,,s/p,21.0
1999,4,7 ,,,,,s/p,21.0
1999,4,8 ,,,,,s/p,21.0
1999,4,9 ,,,,,s/p,21.0
1999,4,10 ,,,,,5.0,26.0
1999,4,11 ,,,,,s/p,26.0
1999,4,12 ,,,,,s/p,26.0
1999,4,13 ,,,,,s/p,26.0
1999,4,14 ,,,,,s/p,26.0
1999,4,15 ,,,,,s/p,26.0
1999,4,16 ,,,,,s/p,26.0
1999,4,17 ,,,,,s/p,26.0
1999,4,18 ,,,,,s/p,26.0
1999,4,19 ,,,,,s/p,26.0
1999,4,20 ,,,,,s/p,26.0
1999,4,21 ,,,,,s/p,26.0
1999,4,22 ,,,,,s/p,26.0
1999,4,23 ,,,,,s/p,26.0
1999,4,24 ,,,,,s/p,26.0
1999,4,25 ,,,,,s/p,26.0
1999,4,26 ,,,,,s/p,26.0
1999,4,27 ,,,,,s/p,26.0
1999,4,28 ,,,,,s/p,26.0
1999,4,29 ,,,,,s/p,26.0
1999,4,30 ,,,,,s/p,26.0
