Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1981,2,1 ,,,,,5.0,5.0
1981,2,2 ,,,,,4.0,9.0
1981,2,3 ,,,,,5.0,14.0
1981,2,4 ,,,,,3.0,17.0
1981,2,5 ,,,,,6.0,23.0
1981,2,6 ,,,,,4.0,27.0
1981,2,7 ,,,,,7.0,34.0
1981,2,8 ,,,,,6.0,40.0
1981,2,9 ,,,,,s/p,40.0
1981,2,10 ,,,,,s/p,40.0
1981,2,11 ,,,,,s/p,40.0
1981,2,12 ,,,,,s/p,40.0
1981,2,13 ,,,,,s/p,40.0
1981,2,14 ,,,,,6.0,46.0
1981,2,15 ,,,,,6.0,52.0
1981,2,16 ,,,,,7.0,59.0
1981,2,17 ,,,,,3.0,62.0
1981,2,18 ,,,,,2.5,64.5
1981,2,19 ,,,,,1.5,66.0
1981,2,20 ,,,,,4.5,70.5
1981,2,21 ,,,,,12.0,82.5
1981,2,22 ,,,,,2.0,84.5
1981,2,23 ,,,,,3.5,88.0
1981,2,24 ,,,,,5.0,93.0
1981,2,25 ,,,,,10.0,103.0
1981,2,26 ,,,,,9.5,112.5
1981,2,27 ,,,,,10.0,122.5
1981,2,28 ,,,,,5.0,127.5
