Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2020,2,1,10.0,31.0,20.5,.,.
2020,2,2,10.0,29.0,19.5,.,.
2020,2,3,10.2,30.0,20.1,.,.
2020,2,4,10.3,29.0,19.7,.,.
2020,2,5,10.2,31.0,20.6,.,.
2020,2,6,10.0,30.0,20.0,.,.
2020,2,7,9.9,30.5,20.2,.,.
2020,2,8,8.4,31.0,19.7,.,.
2020,2,9,7.0,32.0,19.5,.,.
2020,2,10,12.0,37.0,24.5,.,.
2020,2,11,8.0,31.0,19.5,.,.
2020,2,12,6.3,29.0,17.7,.,.
2020,2,13,6.2,29.0,17.6,.,.
2020,2,14,7.0,27.0,17.0,.,.
2020,2,15,4.2,27.0,15.6,.,.
2020,2,16,7.8,29.5,18.7,.,.
2020,2,17,4.3,29.1,16.7,.,.
2020,2,18,5.2,28.9,17.0,.,.
2020,2,19,4.9,29.0,17.0,.,.
2020,2,20,7.2,30.4,18.8,.,.
2020,2,21,9.6,31.9,20.8,.,.
2020,2,22,10.4,32.3,21.3,.,.
2020,2,23,12.3,31.9,22.1,.,.
2020,2,24,13.4,32.4,22.9,.,.
2020,2,25,14.2,31.9,23.0,.,.
2020,2,26,14.8,32.2,23.5,.,.
2020,2,27,14.4,32.8,23.6,.,.
2020,2,28,15.1,32.6,23.8,.,.
2020,2,29,14.8,31.9,23.3,.,.
