Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,11,1 ,,,s/p,s/p,s/p,s/p
2021,11,2 ,s/p,,4.8,10.9,15.7,15.7
2021,11,3 ,2.5,,1.8,11.9,16.2,31.9
2021,11,4 ,0.3,,0.5,1.6,2.4,34.3
2021,11,5 ,s/p,,s/p,,s/p,34.3
2021,11,6 ,,,s/p,,s/p,34.3
2021,11,7 ,,,,,,
2021,11,8 ,s/p,,s/p,s/p,s/p,34.3
2021,11,9 ,s/p,,s/p,3.5,3.5,37.8
2021,11,10 ,0.3,,s/p,s/p,0.3,38.1
2021,11,11 ,s/p,,s/p,s/p,s/p,38.1
2021,11,12 ,0.2,,0.1,s/p,0.3,38.4
2021,11,13 ,,,,,,
2021,11,14 ,,,,,,
2021,11,15 ,s/p,,s/p,s/p,s/p,38.4
2021,11,16 ,s/p,s/p,s/p,s/p,s/p,38.4
2021,11,17 ,s/p,s/p,s/p,s/p,s/p,38.4
2021,11,18 ,s/p,s/p,s/p,s/p,s/p,38.4
2021,11,19 ,s/p,s/p,s/p,s/p,s/p,38.4
2021,11,20 ,s/p,,,,s/p,38.4
2021,11,21 ,,,,,,
2021,11,22 ,,,1.1,7.4,8.5,46.9
2021,11,23 ,4.2,,0.2,4.4,8.8,55.7
2021,11,24 ,s/p,1.6,,,1.6,57.3
2021,11,25 ,0.1,,1.1,1.5,2.7,60.0
2021,11,26 ,s/p,,s/p,,s/p,60.0
2021,11,27 ,,,,,,
2021,11,28 ,,,,0.4,0.4,60.4
2021,11,29 ,s/p,,s/p,s/p,s/p,60.4
2021,11,30 ,s/p,,s/p,s/p,s/p,60.4
