Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,7,2 ,s/p,0.1,s/p,s/p,0.1,0.1
2022,7,3 ,0.1,s/p,s/p,,0.1,0.2
2022,7,4 ,0.2,s/p,s/p,s/p,0.2,0.4
2022,7,5 ,0.1,s/p,s/p,s/p,0.1,0.5
2022,7,6 ,s/p,s/p,s/p,s/p,s/p,0.5
2022,7,7 ,s/p,s/p,s/p,s/p,s/p,0.5
2022,7,8 ,3.9,1.0,s/p,0.1,5.0,5.5
2022,7,9 ,s/p,s/p,s/p,s/p,s/p,5.5
2022,7,10 ,s/p,s/p,s/p,s/p,s/p,5.5
2022,7,11 ,s/p,1.6,s/p,s/p,1.6,7.1
2022,7,12 ,1.0,,s/p,s/p,1.0,8.1
2022,7,13 ,0.4,s/p,s/p,s/p,0.4,8.5
2022,7,14 ,s/p,s/p,s/p,s/p,s/p,8.5
2022,7,15 ,s/p,s/p,,,s/p,8.5
2022,7,16 ,4.1,1.2,s/p,s/p,5.3,13.8
2022,7,17 ,0.1,s/p,s/p,s/p,0.1,13.9
2022,7,18 ,0.1,s/p,s/p,s/p,0.1,14.0
2022,7,19 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,20 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,21 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,22 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,23 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,24 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,25 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,26 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,27 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,28 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,29 ,s/p,s/p,s/p,s/p,s/p,14.0
2022,7,30 ,s/p,1.0,s/p,s/p,1.0,15.0
2022,7,31 ,s/p,s/p,s/p,s/p,s/p,15.0
