Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,7,1 ,s/p,0.6,2.8,s/p,3.4,3.4
2021,7,2 ,0.1,s/p,s/p,s/p,0.1,3.5
2021,7,3 ,s/p,s/p,s/p,s/p,s/p,3.5
2021,7,4 ,0.1,s/p,0.1,0.2,0.4,3.9
2021,7,5 ,s/p,s/p,0.1,s/p,0.1,4.0
2021,7,6 ,s/p,s/p,s/p,s/p,s/p,4.0
2021,7,7 ,s/p,s/p,s/p,s/p,s/p,4.0
2021,7,8 ,s/p,s/p,21.8,15.2,37.0,41.0
2021,7,9 ,4.0,3.0,0.1,s/p,7.1,48.1
2021,7,10 ,0.1,,,s/p,0.1,48.2
2021,7,11 ,0.1,s/p,s/p,0.2,0.3,48.5
2021,7,12 ,s/p,s/p,s/p,0.1,0.1,48.6
2021,7,13 ,s/p,s/p,0.1,0.1,0.2,48.8
2021,7,14 ,s/p,s/p,0.1,0.1,0.2,49.0
2021,7,15 ,0.1,s/p,s/p,1.0,1.1,50.1
2021,7,16 ,1.2,0.5,s/p,s/p,1.7,51.8
2021,7,17 ,0.1,s/p,,s/p,0.1,51.9
2021,7,18 ,0.1,s/p,s/p,s/p,0.1,52.0
2021,7,19 ,0.1,s/p,s/p,s/p,0.1,52.1
2021,7,20 ,s/p,s/p,s/p,0.3,0.3,52.4
2021,7,21 ,s/p,s/p,0.1,0.2,0.3,52.7
2021,7,22 ,s/p,s/p,s/p,s/p,s/p,52.7
2021,7,23 ,s/p,s/p,s/p,s/p,s/p,52.7
2021,7,24 ,s/p,0.2,,9.5,9.7,62.4
2021,7,25 ,1.2,18.5,13.0,0.1,32.8,95.2
2021,7,26 ,s/p,s/p,s/p,s/p,s/p,95.2
2021,7,27 ,s/p,s/p,s/p,s/p,s/p,95.2
2021,7,28 ,s/p,s/p,s/p,s/p,s/p,95.2
2021,7,29 ,s/p,s/p,s/p,s/p,s/p,95.2
2021,7,30 ,0.2,s/p,s/p,s/p,0.2,95.4
2021,7,31 ,s/p,s/p,,0.1,0.1,95.5
