Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,8,1 ,4.8,18.9,,0.1,23.8,23.8
2020,8,2 ,s/p,s/p,,0.1,0.1,23.9
2020,8,3 ,0.1,s/p,,s/p,0.1,24.0
2020,8,4 ,s/p,2.2,,0.4,2.6,26.6
2020,8,5 ,2.6,s/p,,0.1,2.7,29.3
2020,8,6 ,s/p,s/p,,s/p,s/p,29.3
2020,8,7 ,s/p,s/p,,s/p,s/p,29.3
2020,8,8 ,s/p,s/p,,s/p,s/p,29.3
2020,8,9 ,s/p,1.8,,s/p,1.8,31.1
2020,8,10 ,0.1,s/p,,s/p,0.1,31.2
2020,8,11 ,s/p,s/p,,s/p,s/p,31.2
2020,8,12 ,s/p,s/p,,s/p,s/p,31.2
2020,8,13 ,s/p,s/p,5.9,1.0,6.9,38.1
2020,8,14 ,s/p,s/p,,s/p,s/p,38.1
2020,8,15 ,s/p,s/p,,s/p,s/p,38.1
2020,8,16 ,s/p,s/p,,s/p,s/p,38.1
2020,8,17 ,0.1,s/p,,s/p,0.1,38.2
2020,8,18 ,s/p,s/p,,s/p,s/p,38.2
2020,8,19 ,0.1,s/p,,s/p,0.1,38.3
2020,8,20 ,s/p,s/p,,0.1,0.1,38.4
2020,8,21 ,s/p,s/p,,0.1,0.1,38.5
2020,8,22 ,s/p,s/p,,0.2,0.2,38.7
2020,8,23 ,s/p,s/p,,s/p,s/p,38.7
2020,8,24 ,s/p,8.7,,7.4,16.1,54.8
2020,8,25 ,7.6,0.1,,1.4,9.1,63.9
2020,8,26 ,3.7,1.2,,s/p,4.9,68.8
2020,8,27 ,s/p,s/p,,s/p,s/p,68.8
2020,8,28 ,0.7,4.3,,6.3,11.3,80.1
2020,8,29 ,s/p,s/p,,s/p,s/p,80.1
2020,8,30 ,s/p,s/p,,s/p,s/p,80.1
2020,8,31 ,s/p,s/p,,0.1,0.1,80.2
