Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,5,1 ,22.3,6.8,8.9,11.5,49.5,49.5
2021,5,2 ,23.4,9.0,1.0,1.6,35.0,84.5
2021,5,3 ,0.8,2.5,1.6,0.1,5.0,89.5
2021,5,4 ,s/p,s/p,s/p,0.1,0.1,89.6
2021,5,5 ,s/p,s/p,s/p,0.2,0.2,89.8
2021,5,6 ,0.1,s/p,s/p,0.1,0.2,90.0
2021,5,7 ,s/p,s/p,s/p,s/p,s/p,90.0
2021,5,8 ,s/p,s/p,s/p,0.1,0.1,90.1
2021,5,9 ,0.1,s/p,s/p,0.1,0.2,90.3
2021,5,10 ,s/p,s/p,s/p,s/p,s/p,90.3
2021,5,11 ,0.2,s/p,s/p,0.2,0.4,90.7
2021,5,12 ,0.1,s/p,s/p,s/p,0.1,90.8
2021,5,13 ,s/p,s/p,s/p,0.1,0.1,90.9
2021,5,14 ,s/p,s/p,0.1,0.2,0.3,91.2
2021,5,15 ,s/p,s/p,s/p,0.2,0.2,91.4
2021,5,16 ,0.1,s/p,s/p,s/p,0.1,91.5
2021,5,17 ,s/p,s/p,s/p,0.2,0.2,91.7
2021,5,18 ,s/p,s/p,s/p,0.5,0.5,92.2
2021,5,19 ,0.1,0.1,s/p,0.1,0.3,92.5
2021,5,20 ,s/p,s/p,0.1,s/p,0.1,92.6
2021,5,21 ,s/p,s/p,s/p,0.1,0.1,92.7
2021,5,22 ,s/p,s/p,s/p,s/p,s/p,92.7
2021,5,23 ,s/p,s/p,s/p,s/p,s/p,92.7
2021,5,24 ,s/p,0.1,s/p,s/p,0.1,92.8
2021,5,25 ,s/p,s/p,s/p,s/p,s/p,92.8
2021,5,26 ,0.1,s/p,s/p,s/p,0.1,92.9
2021,5,27 ,s/p,s/p,s/p,s/p,s/p,92.9
2021,5,28 ,s/p,s/p,0.1,s/p,0.1,93.0
2021,5,29 ,s/p,s/p,s/p,s/p,s/p,93.0
2021,5,30 ,s/p,s/p,0.1,s/p,0.1,93.1
2021,5,31 ,s/p,s/p,s/p,s/p,s/p,93.1
