Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,4,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,4,2 ,s/p,s/p,s/p,0.1,0.1,0.1
2021,4,3 ,s/p,s/p,s/p,s/p,s/p,0.1
2021,4,4 ,s/p,s/p,s/p,s/p,s/p,0.1
2021,4,5 ,s/p,s/p,s/p,7.5,7.5,7.6
2021,4,6 ,2.0,s/p,s/p,s/p,2.0,9.6
2021,4,7 ,s/p,s/p,s/p,s/p,s/p,9.6
2021,4,8 ,3.7,1.9,1.1,0.1,6.8,16.4
2021,4,9 ,s/p,s/p,s/p,0.1,0.1,16.5
2021,4,10 ,s/p,s/p,s/p,s/p,s/p,16.5
2021,4,11 ,s/p,s/p,s/p,s/p,s/p,16.5
2021,4,12 ,s/p,s/p,s/p,s/p,s/p,16.5
2021,4,13 ,0.1,s/p,s/p,0.3,0.4,16.9
2021,4,14 ,s/p,s/p,s/p,s/p,s/p,16.9
2021,4,15 ,s/p,s/p,s/p,s/p,s/p,16.9
2021,4,16 ,s/p,s/p,s/p,s/p,s/p,16.9
2021,4,17 ,s/p,s/p,s/p,s/p,s/p,16.9
2021,4,18 ,s/p,s/p,s/p,s/p,s/p,16.9
2021,4,19 ,s/p,9.8,s/p,s/p,9.8,26.7
2021,4,20 ,s/p,0.4,5.6,0.6,6.6,33.3
2021,4,21 ,s/p,s/p,s/p,s/p,s/p,33.3
2021,4,22 ,0.1,s/p,s/p,s/p,0.1,33.4
2021,4,23 ,s/p,s/p,s/p,s/p,s/p,33.4
2021,4,24 ,s/p,s/p,s/p,0.1,0.1,33.5
2021,4,25 ,s/p,s/p,s/p,s/p,s/p,33.5
2021,4,26 ,s/p,s/p,s/p,0.1,0.1,33.6
2021,4,27 ,0.1,s/p,s/p,s/p,0.1,33.7
2021,4,28 ,s/p,s/p,s/p,0.2,0.2,33.9
2021,4,29 ,0.1,s/p,s/p,0.1,0.2,34.1
2021,4,30 ,s/p,1.3,2.9,0.2,4.4,38.5
