Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,7,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,7,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,7,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,7,5 ,s/p,s/p,s/p,11.9,11.9,11.9
2022,7,6 ,5.4,0.1,s/p,s/p,5.5,17.4
2022,7,7 ,0.1,s/p,s/p,0.1,0.2,17.6
2022,7,8 ,s/p,s/p,s/p,s/p,s/p,17.6
2022,7,9 ,17.7,7.7,8.1,3.0,36.5,54.1
2022,7,10 ,6.9,s/p,s/p,s/p,6.9,61.0
2022,7,11 ,0.1,s/p,s/p,s/p,0.1,61.1
2022,7,12 ,s/p,s/p,s/p,s/p,s/p,61.1
2022,7,13 ,0.1,5.9,37.5,5.8,49.3,110.4
2022,7,14 ,2.3,1.9,s/p,s/p,4.2,114.6
2022,7,15 ,1.0,5.3,0.3,0.5,7.1,121.7
2022,7,16 ,s/p,s/p,s/p,s/p,s/p,121.7
2022,7,17 ,,2.8,1.3,0.2,4.3,126.0
2022,7,18 ,0.1,s/p,s/p,0.2,0.3,126.3
2022,7,19 ,s/p,s/p,s/p,s/p,s/p,126.3
2022,7,20 ,0.2,s/p,s/p,0.2,0.4,126.7
2022,7,21 ,0.2,s/p,s/p,0.1,0.3,127.0
2022,7,22 ,0.1,s/p,s/p,0.1,0.2,127.2
2022,7,23 ,s/p,s/p,s/p,s/p,s/p,127.2
2022,7,24 ,,s/p,s/p,s/p,s/p,127.2
2022,7,25 ,s/p,s/p,s/p,0.1,0.1,127.3
2022,7,26 ,s/p,s/p,s/p,s/p,s/p,127.3
2022,7,27 ,s/p,s/p,s/p,s/p,s/p,127.3
2022,7,28 ,s/p,s/p,s/p,s/p,s/p,127.3
2022,7,29 ,s/p,s/p,s/p,s/p,s/p,127.3
2022,7,30 ,s/p,s/p,s/p,s/p,s/p,127.3
2022,7,31 ,,s/p,s/p,s/p,s/p,127.3
