Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1986,4,1,4.4,14.0,9.2,11.6,10
1986,4,2,5.2,7.8,6.5,7.7,10
1986,4,3,1.2,9.8,5.5,6.6,10
1986,4,4,1.7,5.3,3.5,4.7,10
1986,4,5,3.4,7.2,5.3,5.9,10
1986,4,6,1.8,11.2,6.5,6.7,10
1986,4,7,0.2,5.0,2.6,3.5,10
1986,4,8,1.0,9.2,5.1,7.2,10
1986,4,9,-1.3,7.6,3.1,5.2,10
1986,4,10,2.5,7.0,4.8,4.9,10
1986,4,11,1.4,5.4,3.4,4.2,10
1986,4,12,1.4,4.7,3.0,3.2,10
1986,4,13,2.2,7.6,4.9,6.2,10
1986,4,14,3.6,9.6,6.6,7.0,10
1986,4,15,2.8,14.0,8.4,12.3,10
1986,4,16,3.9,10.4,7.1,8.2,10
1986,4,17,0.6,7.2,3.9,5.4,10
1986,4,18,0.0,4.8,2.4,3.6,10
1986,4,19,0.2,3.2,1.7,3.6,12
1986,4,20,1.6,4.1,2.8,3.8,11
1986,4,21,1.2,5.0,3.1,4.1,10
1986,4,22,-2.0,5.0,1.5,2.4,10
1986,4,23,0.0,10.4,5.2,8.5,10
1986,4,24,5.6,11.0,8.3,8.6,10
1986,4,25,4.6,10.4,7.5,9.2,10
1986,4,26,0.4,10.2,5.3,9.0,10
1986,4,27,0.0,7.3,3.7,6.7,10
1986,4,28,4.6,8.4,6.5,7.5,10
1986,4,29,-0.9,5.6,2.3,3.6,10
1986,4,30,0.0,7.4,3.7,5.5,10
