Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,6,1 ,s/p,0.1,s/p,s/p,0.1,0.1
2020,6,2 ,s/p,s/p,0.3,s/p,0.3,0.4
2020,6,3 ,1.1,0.1,s/p,s/p,1.2,1.6
2020,6,4 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,5 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,6 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,7 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,8 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,9 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,10 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,11 ,s/p,s/p,s/p,s/p,s/p,1.6
2020,6,12 ,0.8,1.4,s/p,0.1,2.3,3.9
2020,6,13 ,2.8,s/p,s/p,s/p,2.8,6.7
2020,6,14 ,s/p,s/p,s/p,s/p,s/p,6.7
2020,6,15 ,s/p,s/p,s/p,s/p,s/p,6.7
2020,6,16 ,s/p,s/p,s/p,s/p,s/p,6.7
2020,6,17 ,2.0,0.1,0.1,s/p,2.2,8.9
2020,6,18 ,0.4,s/p,s/p,s/p,0.4,9.3
2020,6,19 ,s/p,s/p,s/p,s/p,s/p,9.3
2020,6,20 ,s/p,s/p,s/p,0.1,0.1,9.4
2020,6,21 ,s/p,s/p,s/p,s/p,s/p,9.4
2020,6,22 ,s/p,0.2,1.1,0.3,1.6,11.0
2020,6,23 ,1.4,0.5,s/p,s/p,1.9,12.9
2020,6,24 ,0.1,s/p,s/p,s/p,0.1,13.0
2020,6,25 ,0.8,0.5,0.1,0.2,1.6,14.6
2020,6,26 ,2.4,0.1,0.2,0.1,2.8,17.4
2020,6,27 ,s/p,s/p,s/p,s/p,s/p,17.4
2020,6,28 ,s/p,s/p,s/p,s/p,s/p,17.4
2020,6,29 ,1.0,0.3,s/p,s/p,1.3,18.7
2020,6,30 ,2.4,1.1,s/p,0.7,4.2,22.9
