Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,5,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,5,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,5,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,5,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,5,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,5,6 ,0.1,s/p,s/p,s/p,0.1,0.1
2022,5,7 ,s/p,s/p,s/p,s/p,s/p,0.1
2022,5,8 ,2.8,4.4,2.0,1.0,10.2,10.3
2022,5,9 ,0.2,s/p,s/p,s/p,0.2,10.5
2022,5,10 ,s/p,s/p,s/p,s/p,s/p,10.5
2022,5,11 ,0.1,s/p,s/p,14.1,14.2,24.7
2022,5,12 ,9.7,s/p,0.1,0.1,9.9,34.6
2022,5,13 ,0.1,s/p,s/p,s/p,0.1,34.7
2022,5,14 ,s/p,s/p,s/p,0.1,0.1,34.8
2022,5,15 ,s/p,s/p,s/p,s/p,s/p,34.8
2022,5,16 ,0.1,s/p,s/p,s/p,0.1,34.9
2022,5,17 ,s/p,s/p,s/p,s/p,s/p,34.9
2022,5,18 ,s/p,s/p,s/p,2.0,2.0,36.9
2022,5,19 ,3.7,15.3,28.1,0.4,47.5,84.4
2022,5,20 ,0.1,s/p,s/p,0.1,0.2,84.6
2022,5,21 ,s/p,,s/p,9.9,9.9,94.5
2022,5,22 ,37.8,0.1,s/p,0.1,38.0,132.5
2022,5,23 ,s/p,0.3,2.7,1.3,4.3,136.8
2022,5,24 ,0.3,0.3,0.1,0.1,0.8,137.6
2022,5,25 ,0.1,s/p,s/p,s/p,0.1,137.7
2022,5,26 ,s/p,s/p,s/p,s/p,s/p,137.7
2022,5,27 ,s/p,s/p,s/p,s/p,s/p,137.7
2022,5,28 ,0.1,0.1,s/p,s/p,0.2,137.9
2022,5,29 ,0.1,s/p,s/p,s/p,0.1,138.0
2022,5,30 ,0.1,s/p,,s/p,0.1,138.1
2022,5,31 ,0.1,s/p,s/p,s/p,0.1,138.2
