Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,3,1 ,s/p,0.2,,s/p,0.2,0.2
2022,3,2 ,0.1,s/p,,0.1,0.2,0.4
2022,3,3 ,0.1,s/p,,s/p,0.1,0.5
2022,3,4 ,0.1,s/p,s/p,,0.1,0.6
2022,3,5 ,s/p,s/p,s/p,,s/p,0.6
2022,3,6 ,3.8,1.6,,1.6,7.0,7.6
2022,3,7 ,s/p,s/p,s/p,s/p,s/p,7.6
2022,3,8 ,3.4,19.2,,s/p,22.6,30.2
2022,3,9 ,s/p,s/p,,s/p,s/p,30.2
2022,3,10 ,s/p,s/p,,s/p,s/p,30.2
2022,3,11 ,s/p,s/p,,,s/p,30.2
2022,3,12 ,,,s/p,s/p,s/p,30.2
2022,3,13 ,s/p,s/p,,s/p,s/p,30.2
2022,3,14 ,,,,s/p,s/p,30.2
2022,3,15 ,s/p,s/p,,s/p,s/p,30.2
2022,3,16 ,s/p,s/p,,,s/p,30.2
2022,3,17 ,,,,,,
2022,3,18 ,s/p,,,s/p,s/p,30.2
2022,3,19 ,,,s/p,s/p,s/p,30.2
2022,3,20 ,s/p,7.6,,,7.6,37.8
2022,3,21 ,,,,s/p,s/p,37.8
2022,3,22 ,,,,6.5,6.5,44.3
2022,3,23 ,,,s/p,s/p,s/p,44.3
2022,3,24 ,s/p,,s/p,,s/p,44.3
2022,3,25 ,,s/p,,s/p,s/p,44.3
2022,3,26 ,s/p,s/p,,1.5,1.5,45.8
2022,3,27 ,s/p,s/p,s/p,s/p,s/p,45.8
2022,3,28 ,s/p,s/p,3.6,s/p,3.6,49.4
2022,3,29 ,s/p,s/p,s/p,s/p,s/p,49.4
2022,3,30 ,s/p,,,,s/p,49.4
2022,3,31 ,s/p,s/p,s/p,s/p,s/p,49.4
