Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,8,1 ,16.1,1.5,s/p,s/p,17.6,17.6
2020,8,2 ,0.1,s/p,,s/p,0.1,17.7
2020,8,3 ,s/p,6.1,,1.1,7.2,24.9
2020,8,4 ,0.1,0.2,,3.0,3.3,28.2
2020,8,5 ,s/p,0.4,,0.1,0.5,28.7
2020,8,6 ,0.1,s/p,,s/p,0.1,28.8
2020,8,7 ,s/p,s/p,,0.1,0.1,28.9
2020,8,8 ,s/p,s/p,,1.6,1.6,30.5
2020,8,9 ,10.6,0.4,,1.9,12.9,43.4
2020,8,10 ,0.2,s/p,s/p,s/p,0.2,43.6
2020,8,11 ,s/p,s/p,,s/p,s/p,43.6
2020,8,12 ,s/p,0.1,,1.7,1.8,45.4
2020,8,13 ,2.6,6.4,9.2,0.3,18.5,63.9
2020,8,14 ,0.4,0.3,,0.6,1.3,65.2
2020,8,15 ,s/p,s/p,,s/p,s/p,65.2
2020,8,16 ,0.5,s/p,,0.1,0.6,65.8
2020,8,17 ,s/p,s/p,,1.4,1.4,67.2
2020,8,18 ,1.7,s/p,,s/p,1.7,68.9
2020,8,19 ,s/p,s/p,,s/p,s/p,68.9
2020,8,20 ,s/p,s/p,,s/p,s/p,68.9
2020,8,21 ,s/p,s/p,,0.1,0.1,69.0
2020,8,22 ,s/p,s/p,,0.4,0.4,69.4
2020,8,23 ,2.2,8.6,,3.2,14.0,83.4
2020,8,24 ,2.9,6.4,,1.1,10.4,93.8
2020,8,25 ,1.5,0.1,,6.9,8.5,102.3
2020,8,26 ,1.1,4.0,,1.4,6.5,108.8
2020,8,27 ,0.8,s/p,,1.2,2.0,110.8
2020,8,28 ,19.6,0.3,,s/p,19.9,130.7
2020,8,29 ,s/p,s/p,,s/p,s/p,130.7
2020,8,30 ,s/p,s/p,,s/p,s/p,130.7
2020,8,31 ,s/p,s/p,s/p,s/p,s/p,130.7
