Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1975,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,7,2 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,7,3 ,s/p,0.0,s/p,29.8,29.8,29.8
1975,7,4 ,1.0,s/p,s/p,s/p,1.0,30.8
1975,7,5 ,s/p,s/p,s/p,s/p,s/p,30.8
1975,7,6 ,s/p,s/p,s/p,s/p,s/p,30.8
1975,7,7 ,s/p,s/p,s/p,s/p,s/p,30.8
1975,7,8 ,0.3,7.0,s/p,8.7,16.0,46.8
1975,7,9 ,10.6,13.5,s/p,37.6,61.7,108.5
1975,7,10 ,36.6,0.0,s/p,46.6,83.2,191.7
1975,7,11 ,s/p,s/p,s/p,s/p,s/p,191.7
1975,7,12 ,s/p,s/p,s/p,12.0,12.0,203.7
1975,7,13 ,2.2,12.6,s/p,26.1,40.9,244.6
1975,7,14 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,15 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,16 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,17 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,18 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,19 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,20 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,21 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,22 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,23 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,24 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,25 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,26 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,27 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,28 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,29 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,30 ,s/p,s/p,s/p,s/p,s/p,244.6
1975,7,31 ,s/p,s/p,s/p,s/p,s/p,244.6
