Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,4,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,4,2 ,s/p,s/p,0.1,s/p,0.1,0.1
2020,4,3 ,s/p,0.1,0.1,1.5,1.7,1.8
2020,4,4 ,3.6,2.5,0.1,s/p,6.2,8.0
2020,4,5 ,s/p,s/p,s/p,s/p,s/p,8.0
2020,4,6 ,s/p,s/p,,s/p,s/p,8.0
2020,4,7 ,s/p,1.2,,s/p,1.2,9.2
2020,4,8 ,s/p,,,s/p,s/p,9.2
2020,4,9 ,s/p,s/p,s/p,s/p,s/p,9.2
2020,4,10 ,s/p,0.9,0.9,s/p,1.8,11.0
2020,4,11 ,s/p,s/p,s/p,s/p,s/p,11.0
2020,4,12 ,s/p,0.1,s/p,s/p,0.1,11.1
2020,4,13 ,s/p,s/p,s/p,s/p,s/p,11.1
2020,4,14 ,s/p,s/p,s/p,s/p,s/p,11.1
2020,4,15 ,s/p,s/p,s/p,s/p,s/p,11.1
2020,4,16 ,s/p,1.4,0.2,,1.6,12.7
2020,4,17 ,s/p,s/p,,0.5,0.5,13.2
2020,4,18 ,s/p,s/p,0.1,0.1,0.2,13.4
2020,4,19 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,20 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,21 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,22 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,23 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,24 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,25 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,26 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,27 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,28 ,s/p,s/p,s/p,s/p,s/p,13.4
2020,4,29 ,0.5,2.0,s/p,s/p,2.5,15.9
2020,4,30 ,s/p,s/p,s/p,s/p,s/p,15.9
