Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2018,8,1 ,,,,,s/p,s/p
2018,8,2 ,,,,,s/p,s/p
2018,8,3 ,,,,,9.0,9.0
2018,8,4 ,,,,,2.0,11.0
2018,8,5 ,,,,,30.0,41.0
2018,8,6 ,,,,,31.0,72.0
2018,8,7 ,,,,,24.0,96.0
2018,8,8 ,,,,,s/p,96.0
2018,8,9 ,,,,,s/p,96.0
2018,8,10 ,,,,,s/p,96.0
2018,8,11 ,,,,,s/p,96.0
2018,8,12 ,,,,,s/p,96.0
2018,8,13 ,,,,,13.1,109.1
2018,8,14 ,,,,,s/p,109.1
2018,8,15 ,,,,,s/p,109.1
2018,8,16 ,,,,,s/p,109.1
2018,8,17 ,,,,,s/p,109.1
2018,8,18 ,,,,,6.5,115.6
2018,8,19 ,,,,,s/p,115.6
2018,8,20 ,,,,,s/p,115.6
2018,8,21 ,,,,,s/p,115.6
2018,8,22 ,,,,,s/p,115.6
2018,8,23 ,,,,,39.7,155.3
2018,8,24 ,,,,,3.5,158.8
2018,8,25 ,,,,,s/p,158.8
2018,8,26 ,,,,,s/p,158.8
2018,8,27 ,,,,,s/p,158.8
2018,8,28 ,,,,,s/p,158.8
2018,8,29 ,,,,,20.3,179.1
2018,8,30 ,,,,,s/p,179.1
2018,8,31 ,,,,,s/p,179.1
