Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2013,5,1 ,,,,5.9,5.9,5.9
2013,5,2 ,s/p,,,1.9,1.9,7.8
2013,5,3 ,0.1,,,,0.1,7.9
2013,5,4 ,,,,,,
2013,5,5 ,,,,8.4,8.4,16.3
2013,5,6 ,s/p,,,0.0,0.0,16.3
2013,5,7 ,0.0,,,25.9,25.9,42.2
2013,5,8 ,0.0,,,22.1,22.1,64.3
2013,5,9 ,9.0,,,22.1,31.1,95.4
2013,5,10 ,1.1,,,,1.1,96.5
2013,5,11 ,,,,,,
2013,5,12 ,,,,21.2,21.2,117.7
2013,5,13 ,6.7,,,0.2,6.9,124.6
2013,5,14 ,s/p,,,s/p,s/p,124.6
2013,5,15 ,s/p,,,s/p,s/p,124.6
2013,5,16 ,0.0,,,s/p,0.0,124.6
2013,5,17 ,s/p,,,,s/p,124.6
2013,5,18 ,,,,,,
2013,5,19 ,,,,0.7,0.7,125.3
2013,5,20 ,0.0,,,,0.0,125.3
2013,5,21 ,,,,10.7,10.7,136.0
2013,5,22 ,s/p,,,25.0,25.0,161.0
2013,5,23 ,1.2,,,0.0,1.2,162.2
2013,5,24 ,0.0,,,,0.0,162.2
2013,5,25 ,,,,,,
2013,5,26 ,,,,13.5,13.5,175.7
2013,5,27 ,2.1,,,0.6,2.7,178.4
2013,5,28 ,s/p,,,0.6,0.6,179.0
2013,5,29 ,0.0,,,34.6,34.6,213.6
2013,5,30 ,17.9,,,28.8,46.7,260.3
2013,5,31 ,8.5,,,,8.5,268.8
