Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,8,1 ,0.1,s/p,s/p,0.1,0.2,0.2
2021,8,2 ,s/p,s/p,,0.1,0.1,0.3
2021,8,3 ,s/p,s/p,s/p,0.1,0.1,0.4
2021,8,4 ,s/p,s/p,s/p,s/p,s/p,0.4
2021,8,5 ,s/p,1.9,s/p,1.4,3.3,3.7
2021,8,6 ,1.9,1.7,0.1,0.1,3.8,7.5
2021,8,7 ,s/p,,s/p,0.1,0.1,7.6
2021,8,8 ,s/p,s/p,s/p,0.1,0.1,7.7
2021,8,9 ,s/p,s/p,s/p,s/p,s/p,7.7
2021,8,10 ,s/p,s/p,s/p,s/p,s/p,7.7
2021,8,11 ,s/p,s/p,s/p,s/p,s/p,7.7
2021,8,12 ,s/p,s/p,s/p,0.2,0.2,7.9
2021,8,13 ,0.1,s/p,s/p,s/p,0.1,8.0
2021,8,14 ,s/p,s/p,s/p,s/p,s/p,8.0
2021,8,15 ,0.4,0.5,1.9,9.3,12.1,20.1
2021,8,16 ,0.1,0.3,22.4,6.7,29.5,49.6
2021,8,17 ,8.1,6.1,0.8,5.6,20.6,70.2
2021,8,18 ,s/p,s/p,0.7,7.9,8.6,78.8
2021,8,19 ,5.0,2.0,0.7,0.2,7.9,86.7
2021,8,20 ,0.1,,3.7,8.6,12.4,99.1
2021,8,21 ,16.4,6.9,,,23.3,122.4
2021,8,22 ,1.2,s/p,s/p,s/p,1.2,123.6
2021,8,23 ,0.1,s/p,0.1,s/p,0.2,123.8
2021,8,24 ,s/p,0.1,1.6,2.4,4.1,127.9
2021,8,25 ,3.7,4.5,6.4,0.3,14.9,142.8
2021,8,26 ,0.3,s/p,s/p,,0.3,143.1
2021,8,27 ,2.0,11.5,2.9,0.1,16.5,159.6
2021,8,28 ,s/p,1.9,,,1.9,161.5
2021,8,29 ,s/p,s/p,s/p,s/p,s/p,161.5
2021,8,30 ,s/p,s/p,s/p,s/p,s/p,161.5
2021,8,31 ,s/p,s/p,0.3,s/p,0.3,161.8
