Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,12,1 ,0.4,s/p,,4.4,4.8,4.8
2012,12,2 ,1.6,2.4,,s/p,4.0,8.8
2012,12,3 ,s/p,s/p,,s/p,s/p,8.8
2012,12,4 ,s/p,s/p,,s/p,s/p,8.8
2012,12,5 ,s/p,s/p,,9.8,9.8,18.6
2012,12,6 ,s/p,s/p,,s/p,s/p,18.6
2012,12,7 ,s/p,s/p,,s/p,s/p,18.6
2012,12,8 ,s/p,s/p,,s/p,s/p,18.6
2012,12,9 ,s/p,s/p,,s/p,s/p,18.6
2012,12,10 ,s/p,s/p,,s/p,s/p,18.6
2012,12,11 ,s/p,s/p,,s/p,s/p,18.6
2012,12,12 ,s/p,s/p,,s/p,s/p,18.6
2012,12,13 ,s/p,s/p,,s/p,s/p,18.6
2012,12,14 ,s/p,s/p,,s/p,s/p,18.6
2012,12,15 ,s/p,s/p,,s/p,s/p,18.6
2012,12,16 ,s/p,s/p,,s/p,s/p,18.6
2012,12,17 ,s/p,0.3,,10.7,11.0,29.6
2012,12,18 ,9.6,4.7,,4.3,18.6,48.2
2012,12,19 ,1.0,1.5,,5.3,7.8,56.0
2012,12,20 ,8.4,1.8,,s/p,10.2,66.2
2012,12,21 ,s/p,s/p,,s/p,s/p,66.2
2012,12,22 ,s/p,s/p,,s/p,s/p,66.2
2012,12,23 ,s/p,s/p,,0.6,0.6,66.8
2012,12,24 ,21.6,0.4,,0.3,22.3,89.1
2012,12,25 ,0.1,s/p,,s/p,0.1,89.2
2012,12,26 ,s/p,s/p,,s/p,s/p,89.2
2012,12,27 ,s/p,s/p,,s/p,s/p,89.2
2012,12,28 ,s/p,s/p,,s/p,s/p,89.2
2012,12,29 ,s/p,s/p,,s/p,s/p,89.2
2012,12,30 ,s/p,s/p,,s/p,s/p,89.2
2012,12,31 ,s/p,s/p,,s/p,s/p,89.2
