Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
1955,9,1,-1.0,12.4,5.7,7.1,4
1955,9,2,-3.3,14.9,5.8,8.8,4
1955,9,3,5.5,10.5,8.0,9.2,4
1955,9,4,2.1,19.5,10.8,12.8,4
1955,9,5,1.5,18.4,9.9,12.3,4
1955,9,6,2.0,23.5,12.8,15.3,4
1955,9,7,2.0,24.4,13.2,17.4,4
1955,9,8,2.6,18.0,10.3,11.9,4
1955,9,9,3.0,16.3,9.6,13.0,4
1955,9,10,3.0,19.0,11.0,13.9,4
1955,9,11,3.5,13.2,8.3,10.3,4
1955,9,12,4.0,16.0,10.0,10.5,4
1955,9,13,0.0,19.4,9.7,12.2,4
1955,9,14,2.0,18.4,10.2,12.0,4
1955,9,15,2.5,13.3,7.9,10.2,4
1955,9,16,3.0,16.0,9.5,11.8,4
1955,9,17,5.5,12.3,8.9,10.1,4
1955,9,18,3.8,14.0,8.9,11.1,4
1955,9,19,3.4,17.4,10.4,13.4,4
1955,9,20,7.3,14.2,10.8,11.2,4
1955,9,21,2.5,20.2,11.4,14.8,4
1955,9,22,3.4,22.4,12.9,16.6,4
1955,9,23,3.2,25.1,14.2,18.6,4
1955,9,24,3.5,.,.,15.8,2
1955,9,25,2.6,27.0,14.8,20.8,4
1955,9,26,2.0,23.1,12.6,16.5,4
1955,9,27,2.6,22.2,12.4,14.8,4
1955,9,28,2.9,23.2,13.1,17.1,4
1955,9,29,5.0,20.0,12.5,15.5,4
1955,9,30,1.5,23.3,12.4,17.0,4
