Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,8,1 ,0.2,s/p,s/p,0.1,0.3,0.3
2021,8,2 ,0.1,s/p,s/p,s/p,0.1,0.4
2021,8,3 ,0.1,s/p,s/p,0.1,0.2,0.6
2021,8,4 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,8,5 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,8,6 ,2.2,6.6,2.4,s/p,11.2,11.8
2021,8,7 ,0.1,s/p,s/p,s/p,0.1,11.9
2021,8,8 ,s/p,s/p,s/p,0.1,0.1,12.0
2021,8,9 ,s/p,s/p,s/p,s/p,s/p,12.0
2021,8,10 ,s/p,s/p,s/p,s/p,s/p,12.0
2021,8,11 ,0.1,s/p,s/p,s/p,0.1,12.1
2021,8,12 ,0.1,s/p,s/p,0.1,0.2,12.3
2021,8,13 ,0.1,s/p,s/p,s/p,0.1,12.4
2021,8,14 ,s/p,s/p,s/p,0.1,0.1,12.5
2021,8,15 ,0.2,4.8,4.0,10.5,19.5,32.0
2021,8,16 ,0.2,s/p,s/p,s/p,0.2,32.2
2021,8,17 ,s/p,2.1,3.3,0.2,5.6,37.8
2021,8,18 ,14.7,0.2,6.9,11.0,32.8,70.6
2021,8,19 ,6.7,5.3,2.5,s/p,14.5,85.1
2021,8,20 ,s/p,s/p,10.8,4.9,15.7,100.8
2021,8,21 ,8.7,17.9,3.6,,30.2,131.0
2021,8,22 ,2.1,0.5,s/p,s/p,2.6,133.6
2021,8,23 ,0.1,s/p,s/p,s/p,0.1,133.7
2021,8,24 ,0.1,s/p,s/p,2.3,2.4,136.1
2021,8,25 ,1.2,1.8,1.5,5.6,10.1,146.2
2021,8,26 ,2.4,0.6,s/p,s/p,3.0,149.2
2021,8,27 ,s/p,1.2,8.3,1.5,11.0,160.2
2021,8,28 ,3.9,0.3,s/p,,4.2,164.4
2021,8,29 ,s/p,s/p,s/p,0.3,0.3,164.7
2021,8,30 ,0.1,s/p,s/p,s/p,0.1,164.8
2021,8,31 ,s/p,s/p,s/p,s/p,s/p,164.8
