Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2021,6,1,12.8,16.9,14.5,14.5,24
2021,6,2,9.2,20.2,13.7,14.0,19
2021,6,3,6.3,21.4,12.3,12.9,22
2021,6,4,11.4,16.8,13.4,13.4,24
2021,6,5,8.9,16.4,12.1,12.1,24
2021,6,6,6.6,14.3,9.1,9.1,24
2021,6,7,9.0,20.2,12.5,12.5,24
2021,6,8,.,.,.,9.5,4
2021,6,9,.,.,.,.,.
2021,6,10,.,.,.,.,.
2021,6,11,.,.,.,.,.
2021,6,12,.,.,.,.,.
2021,6,13,.,.,.,.,.
2021,6,14,.,.,.,.,.
2021,6,15,.,.,.,.,.
2021,6,16,.,.,.,.,.
2021,6,17,.,.,.,.,.
2021,6,18,.,.,.,.,.
2021,6,19,.,.,.,.,.
2021,6,20,.,.,.,.,.
2021,6,21,.,.,.,.,.
2021,6,22,.,.,.,.,.
2021,6,23,.,.,.,.,.
2021,6,24,.,.,.,.,.
2021,6,25,.,.,.,.,.
2021,6,26,.,.,.,.,.
2021,6,27,.,.,.,.,.
2021,6,28,.,.,.,.,.
2021,6,29,.,.,.,.,.
2021,6,30,.,.,.,.,.
