Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1979,9,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1979,9,2 ,s/p,s/p,s/p,s/p,s/p,s/p
1979,9,3 ,s/p,s/p,s/p,s/p,s/p,s/p
1979,9,4 ,s/p,s/p,s/p,s/p,s/p,s/p
1979,9,5 ,s/p,s/p,s/p,s/p,s/p,s/p
1979,9,6 ,s/p,s/p,2.0,2.6,4.6,4.6
1979,9,7 ,s/p,s/p,s/p,s/p,s/p,4.6
1979,9,8 ,s/p,s/p,s/p,s/p,s/p,4.6
1979,9,9 ,s/p,s/p,s/p,s/p,s/p,4.6
1979,9,10 ,s/p,s/p,s/p,s/p,s/p,4.6
1979,9,11 ,s/p,1.7,s/p,0.2,1.9,6.5
1979,9,12 ,0.2,s/p,s/p,s/p,0.2,6.7
1979,9,13 ,s/p,s/p,s/p,s/p,s/p,6.7
1979,9,14 ,8.5,s/p,s/p,s/p,8.5,15.2
1979,9,15 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,16 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,17 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,18 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,19 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,20 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,21 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,22 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,23 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,24 ,s/p,s/p,s/p,s/p,s/p,15.2
1979,9,25 ,s/p,0.3,0.2,15.6,16.1,31.3
1979,9,26 ,s/p,s/p,s/p,s/p,s/p,31.3
1979,9,27 ,s/p,s/p,s/p,s/p,s/p,31.3
1979,9,28 ,s/p,s/p,s/p,s/p,s/p,31.3
1979,9,29 ,s/p,s/p,s/p,s/p,s/p,31.3
1979,9,30 ,s/p,s/p,s/p,s/p,s/p,31.3
