Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1975,5,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,2 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,3 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,4 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,5 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,6 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,7 ,s/p,s/p,s/p,s/p,s/p,s/p
1975,5,8 ,0.1,4.3,2.6,s/p,7.0,7.0
1975,5,9 ,s/p,8.3,7.8,1.6,17.7,24.7
1975,5,10 ,9.2,s/p,s/p,2.1,11.3,36.0
1975,5,11 ,s/p,s/p,s/p,s/p,s/p,36.0
1975,5,12 ,s/p,s/p,s/p,s/p,s/p,36.0
1975,5,13 ,s/p,0.1,s/p,s/p,0.1,36.1
1975,5,14 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,15 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,16 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,17 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,18 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,19 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,20 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,21 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,22 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,23 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,24 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,25 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,26 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,27 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,28 ,s/p,s/p,s/p,s/p,s/p,36.1
1975,5,29 ,s/p,0.0,5.6,17.4,23.0,59.1
1975,5,30 ,2.1,s/p,s/p,s/p,2.1,61.2
1975,5,31 ,s/p,s/p,s/p,1.6,1.6,62.8
