Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2021,6,1,11.1,16.4,13.5,13.3,23
2021,6,2,7.9,23.0,15.5,13.4,23
2021,6,3,4.1,22.5,11.9,11.9,24
2021,6,4,8.7,15.3,12.2,12.2,24
2021,6,5,8.3,17.0,11.8,11.8,24
2021,6,6,5.7,15.9,9.1,9.1,24
2021,6,7,8.2,24.9,13.6,13.5,23
2021,6,8,0.1,23.6,9.5,9.5,24
2021,6,9,2.8,18.5,8.4,8.6,23
2021,6,10,5.4,19.0,10.2,10.2,24
2021,6,11,-0.9,22.2,8.4,8.4,24
2021,6,12,0.2,24.4,9.8,9.8,24
2021,6,13,0.1,19.7,8.6,8.6,24
2021,6,14,3.6,20.4,8.7,8.7,24
2021,6,15,0.3,10.3,5.5,5.5,24
2021,6,16,4.0,19.3,10.4,10.3,23
2021,6,17,-0.8,19.6,7.4,7.4,24
2021,6,18,-1.5,18.6,6.0,6.0,24
2021,6,19,4.1,14.2,7.8,7.8,24
2021,6,20,0.3,15.3,5.9,5.9,24
2021,6,21,-1.2,20.1,7.1,7.1,24
2021,6,22,1.5,18.0,8.0,8.0,24
2021,6,23,6.1,12.1,9.2,9.3,23
2021,6,24,1.0,10.2,5.6,6.6,23
2021,6,25,6.5,9.2,7.9,7.6,22
2021,6,26,3.1,8.7,5.2,5.2,24
2021,6,27,-4.1,16.3,4.2,4.4,23
2021,6,28,.,.,.,10.1,11
2021,6,29,-2.7,25.1,11.2,7.3,22
2021,6,30,3.0,12.3,7.0,6.4,20
