Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1970,7,1 ,,,,,s/p,s/p
1970,7,2 ,,,,,s/p,s/p
1970,7,3 ,,,,,3.7,3.7
1970,7,4 ,,,,,s/p,3.7
1970,7,5 ,,,,,s/p,3.7
1970,7,6 ,,,,,s/p,3.7
1970,7,7 ,,,,,s/p,3.7
1970,7,8 ,,,,,s/p,3.7
1970,7,9 ,,,,,s/p,3.7
1970,7,10 ,,,,,s/p,3.7
1970,7,11 ,,,,,s/p,3.7
1970,7,12 ,,,,,s/p,3.7
1970,7,13 ,,,,,s/p,3.7
1970,7,14 ,,,,,s/p,3.7
1970,7,15 ,,,,,14.9,18.6
1970,7,16 ,,,,,15.1,33.7
1970,7,17 ,,,,,3.4,37.1
1970,7,18 ,,,,,15.2,52.3
1970,7,19 ,,,,,s/p,52.3
1970,7,20 ,,,,,s/p,52.3
1970,7,21 ,,,,,s/p,52.3
1970,7,22 ,,,,,s/p,52.3
1970,7,23 ,,,,,s/p,52.3
1970,7,24 ,,,,,2.4,54.7
1970,7,25 ,,,,,4.3,59.0
1970,7,26 ,,,,,s/p,59.0
1970,7,27 ,,,,,s/p,59.0
1970,7,28 ,,,,,s/p,59.0
1970,7,29 ,,,,,35.3,94.3
1970,7,30 ,,,,,s/p,94.3
1970,7,31 ,,,,,s/p,94.3
