Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,8,1 ,s/p,,,,s/p,s/p
2017,8,2 ,s/p,,,s/p,s/p,s/p
2017,8,3 ,s/p,,,s/p,s/p,s/p
2017,8,4 ,s/p,,,2.9,2.9,2.9
2017,8,5 ,7.6,,,7.9,15.5,18.4
2017,8,6 ,s/p,,,s/p,s/p,18.4
2017,8,7 ,1.0,,,35.0,36.0,54.4
2017,8,8 ,s/p,,,41.4,41.4,95.8
2017,8,9 ,0.2,,,18.5,18.7,114.5
2017,8,10 ,13.5,,,19.6,33.1,147.6
2017,8,11 ,s/p,,,0.4,0.4,148.0
2017,8,12 ,s/p,,,19.4,19.4,167.4
2017,8,13 ,22.7,,,4.2,26.9,194.3
2017,8,14 ,s/p,,,0.5,0.5,194.8
2017,8,15 ,s/p,,,s/p,s/p,194.8
2017,8,16 ,s/p,s/p,,s/p,s/p,194.8
2017,8,17 ,s/p,,,5.0,5.0,199.8
2017,8,18 ,1.0,,,7.9,8.9,208.7
2017,8,19 ,0.4,,,s/p,0.4,209.1
2017,8,20 ,s/p,,,s/p,s/p,209.1
2017,8,21 ,s/p,0.8,,0.8,1.6,210.7
2017,8,22 ,23.0,,,3.0,26.0,236.7
2017,8,23 ,s/p,,,23.8,23.8,260.5
2017,8,24 ,8.9,,,9.2,18.1,278.6
2017,8,25 ,0.4,,,3.0,3.4,282.0
2017,8,26 ,s/p,,,10.0,10.0,292.0
2017,8,27 ,23.3,,,3.6,26.9,318.9
2017,8,28 ,s/p,,,s/p,s/p,318.9
2017,8,29 ,s/p,,,s/p,s/p,318.9
2017,8,30 ,s/p,,,s/p,s/p,318.9
2017,8,31 ,s/p,,,0.3,0.3,319.2
