Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1993,2,1 ,,,,,s/p,s/p
1993,2,2 ,,,,,3.5,3.5
1993,2,3 ,,,,,1.0,4.5
1993,2,4 ,,,,,s/p,4.5
1993,2,5 ,,,,,s/p,4.5
1993,2,6 ,,,,,s/p,4.5
1993,2,7 ,,,,,s/p,4.5
1993,2,8 ,,,,,s/p,4.5
1993,2,9 ,,,,,s/p,4.5
1993,2,10 ,,,,,s/p,4.5
1993,2,11 ,,,,,s/p,4.5
1993,2,12 ,,,,,s/p,4.5
1993,2,13 ,,,,,s/p,4.5
1993,2,14 ,,,,,s/p,4.5
1993,2,15 ,,,,,s/p,4.5
1993,2,16 ,,,,,s/p,4.5
1993,2,17 ,,,,,s/p,4.5
1993,2,18 ,,,,,s/p,4.5
1993,2,19 ,,,,,s/p,4.5
1993,2,20 ,,,,,2.0,6.5
1993,2,21 ,,,,,4.0,10.5
1993,2,22 ,,,,,6.7,17.2
1993,2,23 ,,,,,s/p,17.2
1993,2,24 ,,,,,s/p,17.2
1993,2,25 ,,,,,s/p,17.2
1993,2,26 ,,,,,1.0,18.2
1993,2,27 ,,,,,3.0,21.2
1993,2,28 ,,,,,3.0,24.2
