Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2005,3,1 ,,,,,s/p,s/p
2005,3,2 ,,,,,s/p,s/p
2005,3,3 ,,,,,s/p,s/p
2005,3,4 ,,,,,s/p,s/p
2005,3,5 ,,,,,s/p,s/p
2005,3,6 ,,,,,s/p,s/p
2005,3,7 ,,,,,s/p,s/p
2005,3,8 ,,,,,s/p,s/p
2005,3,9 ,,,,,1.0,1.0
2005,3,10 ,,,,,5.0,6.0
2005,3,11 ,,,,,s/p,6.0
2005,3,12 ,,,,,s/p,6.0
2005,3,13 ,,,,,s/p,6.0
2005,3,14 ,,,,,s/p,6.0
2005,3,15 ,,,,,s/p,6.0
2005,3,16 ,,,,,s/p,6.0
2005,3,17 ,,,,,s/p,6.0
2005,3,18 ,,,,,s/p,6.0
2005,3,19 ,,,,,s/p,6.0
2005,3,20 ,,,,,s/p,6.0
2005,3,21 ,,,,,s/p,6.0
2005,3,22 ,,,,,s/p,6.0
2005,3,23 ,,,,,s/p,6.0
2005,3,24 ,,,,,s/p,6.0
2005,3,25 ,,,,,s/p,6.0
2005,3,26 ,,,,,s/p,6.0
2005,3,27 ,,,,,1.0,7.0
2005,3,28 ,,,,,15.0,22.0
2005,3,29 ,,,,,5.0,27.0
2005,3,30 ,,,,,s/p,27.0
2005,3,31 ,,,,,s/p,27.0
