Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2021,2,1,10.0,25.6,16.4,16.4,23
2021,2,2,.,.,.,15.3,3
2021,2,3,.,.,.,.,.
2021,2,4,.,.,.,20.7,1
2021,2,5,.,.,.,.,.
2021,2,6,.,.,.,15.5,1
2021,2,7,.,.,.,.,.
2021,2,8,.,.,.,15.1,1
2021,2,9,.,.,.,.,.
2021,2,10,.,.,.,20.3,1
2021,2,11,.,.,.,.,.
2021,2,12,.,.,.,17.3,1
2021,2,13,.,.,.,.,.
2021,2,14,.,.,.,17.3,1
2021,2,15,.,.,.,.,.
2021,2,16,.,.,.,16.1,1
2021,2,17,.,.,.,.,.
2021,2,18,.,.,.,12.3,1
2021,2,19,.,.,.,.,.
2021,2,20,.,.,.,14.9,1
2021,2,21,.,.,.,.,.
2021,2,22,.,.,.,14.3,1
2021,2,23,.,.,.,.,.
2021,2,24,.,.,.,16.0,1
2021,2,25,.,.,.,.,.
2021,2,26,.,.,.,14.6,1
2021,2,27,.,.,.,.,.
2021,2,28,.,.,.,17.3,1
