Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,11,1 ,s/p,,,s/p,s/p,s/p
2012,11,2 ,s/p,,,s/p,s/p,s/p
2012,11,3 ,s/p,,,s/p,s/p,s/p
2012,11,4 ,s/p,,,s/p,s/p,s/p
2012,11,5 ,s/p,,,s/p,s/p,s/p
2012,11,6 ,s/p,,,s/p,s/p,s/p
2012,11,7 ,s/p,,,0.9,0.9,0.9
2012,11,8 ,s/p,,,2.6,2.6,3.5
2012,11,9 ,14.5,,,s/p,14.5,18.0
2012,11,10 ,s/p,,,s/p,s/p,18.0
2012,11,11 ,s/p,,,s/p,s/p,18.0
2012,11,12 ,s/p,,,s/p,s/p,18.0
2012,11,13 ,s/p,,,s/p,s/p,18.0
2012,11,14 ,s/p,,,0.2,0.2,18.2
2012,11,15 ,s/p,,,0.9,0.9,19.1
2012,11,16 ,0.4,,,s/p,0.4,19.5
2012,11,17 ,s/p,,,s/p,s/p,19.5
2012,11,18 ,s/p,,,s/p,s/p,19.5
2012,11,19 ,s/p,,,s/p,s/p,19.5
2012,11,20 ,s/p,,,s/p,s/p,19.5
2012,11,21 ,s/p,,,,s/p,19.5
2012,11,22 ,s/p,,,s/p,s/p,19.5
2012,11,23 ,s/p,,,s/p,s/p,19.5
2012,11,24 ,s/p,,,s/p,s/p,19.5
2012,11,25 ,s/p,,,s/p,s/p,19.5
2012,11,26 ,s/p,s/p,,s/p,s/p,19.5
2012,11,27 ,s/p,s/p,,s/p,s/p,19.5
2012,11,28 ,s/p,s/p,,0.8,0.8,20.3
2012,11,29 ,s/p,s/p,,s/p,s/p,20.3
2012,11,30 ,s/p,s/p,,s/p,s/p,20.3
