Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,5,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,5,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,5,3 ,s/p,s/p,,s/p,s/p,s/p
2020,5,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,5,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,5,6 ,s/p,s/p,s/p,,s/p,s/p
2020,5,7 ,s/p,4.9,0.1,0.2,5.2,5.2
2020,5,8 ,s/p,s/p,s/p,0.1,0.1,5.3
2020,5,9 ,s/p,s/p,s/p,0.1,0.1,5.4
2020,5,10 ,s/p,,s/p,,s/p,5.4
2020,5,11 ,,s/p,s/p,,s/p,5.4
2020,5,12 ,s/p,s/p,s/p,s/p,s/p,5.4
2020,5,13 ,s/p,s/p,s/p,0.3,0.3,5.7
2020,5,14 ,2.2,s/p,s/p,s/p,2.2,7.9
2020,5,15 ,s/p,6.1,0.6,s/p,6.7,14.6
2020,5,16 ,s/p,0.6,0.1,s/p,0.7,15.3
2020,5,17 ,s/p,1.8,0.1,1.0,2.9,18.2
2020,5,18 ,3.0,0.5,0.4,0.1,4.0,22.2
2020,5,19 ,s/p,s/p,s/p,s/p,s/p,22.2
2020,5,20 ,s/p,s/p,s/p,s/p,s/p,22.2
2020,5,21 ,s/p,s/p,s/p,s/p,s/p,22.2
2020,5,22 ,0.6,0.5,0.3,2.0,3.4,25.6
2020,5,23 ,1.2,s/p,0.9,0.9,3.0,28.6
2020,5,24 ,1.9,0.7,1.2,s/p,3.8,32.4
2020,5,25 ,0.1,1.3,1.2,4.6,7.2,39.6
2020,5,26 ,s/p,s/p,s/p,s/p,s/p,39.6
2020,5,27 ,s/p,s/p,s/p,s/p,s/p,39.6
2020,5,28 ,s/p,s/p,s/p,s/p,s/p,39.6
2020,5,29 ,s/p,s/p,s/p,s/p,s/p,39.6
2020,5,30 ,s/p,1.0,0.3,s/p,1.3,40.9
2020,5,31 ,0.1,s/p,s/p,0.1,0.2,41.1
